type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run71,95,5833,t_bot,ncont
bootstrap,run71,0,5833,0,ncont
bootstrap,run72,1000000,680781,1000000,nhist
bootstrap,run72,634200,680781,t_exp+1,nhist
bootstrap,run72,634199,18783415,t_exp,nrec
bootstrap,run72,294,18783415,t_rec+1,nrec
bootstrap,run72,293,1887,t_rec+1,nalb
bootstrap,run72,67,1887,t_bot+1,nalb
bootstrap,run72,66,16081213,t_bot,ncont
bootstrap,run72,0,16081213,0,ncont
bootstrap,run73,1000000,695335,1000000,nhist
bootstrap,run73,625328,695335,t_exp+1,nhist
bootstrap,run73,625327,30412429,t_exp,nrec
bootstrap,run73,372,30412429,t_rec+1,nrec
bootstrap,run73,371,2539,t_rec+1,nalb
bootstrap,run73,80,2539,t_bot+1,nalb
bootstrap,run73,79,6508,t_bot,ncont
bootstrap,run73,0,6508,0,ncont
bootstrap,run74,1000000,684916,1000000,nhist
bootstrap,run74,630717,684916,t_exp+1,nhist
bootstrap,run74,630716,38390945,t_exp,nrec
bootstrap,run74,197,38390945,t_rec+1,nrec
bootstrap,run74,196,812,t_rec+1,nalb
bootstrap,run74,100,812,t_bot+1,nalb
bootstrap,run74,99,8726,t_bot,ncont
bootstrap,run74,0,8726,0,ncont
bootstrap,run75,1000000,694879,1000000,nhist
bootstrap,run75,984737,694879,t_exp+1,nhist
bootstrap,run75,984736,3291688,t_exp,nrec
bootstrap,run75,220,3291688,t_rec+1,nrec
bootstrap,run75,219,2542,t_rec+1,nalb
bootstrap,run75,63,2542,t_bot+1,nalb
bootstrap,run75,62,7504,t_bot,ncont
bootstrap,run75,0,7504,0,ncont
bootstrap,run76,1000000,676577,1000000,nhist
bootstrap,run76,1000001,676577,t_exp+1,nhist
bootstrap,run76,1000000,4036986,t_exp,nrec
bootstrap,run76,276,4036986,t_rec+1,nrec
bootstrap,run76,275,3390,t_rec+1,nalb
bootstrap,run76,32,3390,t_bot+1,nalb
bootstrap,run76,31,20137,t_bot,ncont
bootstrap,run76,0,20137,0,ncont
bootstrap,run77,1000000,673831,1000000,nhist
bootstrap,run77,691283,673831,t_exp+1,nhist
bootstrap,run77,691282,4506595,t_exp,nrec
bootstrap,run77,417,4506595,t_rec+1,nrec
bootstrap,run77,416,5291,t_rec+1,nalb
bootstrap,run77,65,5291,t_bot+1,nalb
bootstrap,run77,64,3821,t_bot,ncont
bootstrap,run77,0,3821,0,ncont
bootstrap,run78,1000000,742946,1000000,nhist
bootstrap,run78,999948,742946,t_exp+1,nhist
bootstrap,run78,999947,977200629,t_exp,nrec
bootstrap,run78,476,977200629,t_rec+1,nrec
bootstrap,run78,475,2699,t_rec+1,nalb
bootstrap,run78,81,2699,t_bot+1,nalb
bootstrap,run78,80,5493,t_bot,ncont
bootstrap,run78,0,5493,0,ncont
bootstrap,run79,1000000,673894,1000000,nhist
bootstrap,run79,1000001,673894,t_exp+1,nhist
bootstrap,run79,1000000,4142102,t_exp,nrec
bootstrap,run79,465,4142102,t_rec+1,nrec
bootstrap,run79,464,6915,t_rec+1,nalb
bootstrap,run79,12,6915,t_bot+1,nalb
bootstrap,run79,11,1104,t_bot,ncont
bootstrap,run79,0,1104,0,ncont
bootstrap,run80,1000000,681411,1000000,nhist
bootstrap,run80,627536,681411,t_exp+1,nhist
bootstrap,run80,627535,5192567385,t_exp,nrec
bootstrap,run80,428,5192567385,t_rec+1,nrec
bootstrap,run80,427,2799,t_rec+1,nalb
bootstrap,run80,53,2799,t_bot+1,nalb
bootstrap,run80,52,14755,t_bot,ncont
bootstrap,run80,0,14755,0,ncont
bootstrap,run81,1000000,682125,1000000,nhist
bootstrap,run81,650735,682125,t_exp+1,nhist
bootstrap,run81,650734,12581501,t_exp,nrec
bootstrap,run81,359,12581501,t_rec+1,nrec
bootstrap,run81,358,2752,t_rec+1,nalb
bootstrap,run81,45,2752,t_bot+1,nalb
bootstrap,run81,44,198872,t_bot,ncont
bootstrap,run81,0,198872,0,ncont
bootstrap,run82,1000000,680964,1000000,nhist
bootstrap,run82,1000001,680964,t_exp+1,nhist
bootstrap,run82,1000000,4274542,t_exp,nrec
bootstrap,run82,372,4274542,t_rec+1,nrec
bootstrap,run82,371,4995,t_rec+1,nalb
bootstrap,run82,10,4995,t_bot+1,nalb
bootstrap,run82,9,1968,t_bot,ncont
bootstrap,run82,0,1968,0,ncont
bootstrap,run83,1000000,660629,1000000,nhist
bootstrap,run83,1000001,660629,t_exp+1,nhist
bootstrap,run83,1000000,4223633,t_exp,nrec
bootstrap,run83,225,4223633,t_rec+1,nrec
bootstrap,run83,224,2091,t_rec+1,nalb
bootstrap,run83,71,2091,t_bot+1,nalb
bootstrap,run83,70,15219,t_bot,ncont
bootstrap,run83,0,15219,0,ncont
bootstrap,run84,1000000,691705,1000000,nhist
bootstrap,run84,628552,691705,t_exp+1,nhist
bootstrap,run84,628551,30849129,t_exp,nrec
bootstrap,run84,215,30849129,t_rec+1,nrec
bootstrap,run84,214,990,t_rec+1,nalb
bootstrap,run84,90,990,t_bot+1,nalb
bootstrap,run84,89,41927,t_bot,ncont
bootstrap,run84,0,41927,0,ncont
bootstrap,run85,1000000,687310,1000000,nhist
bootstrap,run85,641051,687310,t_exp+1,nhist
bootstrap,run85,641050,16220087,t_exp,nrec
bootstrap,run85,422,16220087,t_rec+1,nrec
bootstrap,run85,421,3213,t_rec+1,nalb
bootstrap,run85,96,3213,t_bot+1,nalb
bootstrap,run85,95,4951,t_bot,ncont
bootstrap,run85,0,4951,0,ncont
bootstrap,run86,1000000,693707,1000000,nhist
bootstrap,run86,603922,693707,t_exp+1,nhist
bootstrap,run86,603921,59649401,t_exp,nrec
bootstrap,run86,335,59649401,t_rec+1,nrec
bootstrap,run86,334,2143,t_rec+1,nalb
bootstrap,run86,86,2143,t_bot+1,nalb
bootstrap,run86,85,6871,t_bot,ncont
bootstrap,run86,0,6871,0,ncont
bootstrap,run87,1000000,710165,1000000,nhist
bootstrap,run87,592792,710165,t_exp+1,nhist
bootstrap,run87,592791,6882080044,t_exp,nrec
bootstrap,run87,498,6882080044,t_rec+1,nrec
bootstrap,run87,497,3698,t_rec+1,nalb
bootstrap,run87,7,3698,t_bot+1,nalb
bootstrap,run87,6,19679,t_bot,ncont
bootstrap,run87,0,19679,0,ncont
bootstrap,run88,1000000,616672,1000000,nhist
bootstrap,run88,998826,616672,t_exp+1,nhist
bootstrap,run88,998825,2010389,t_exp,nrec
bootstrap,run88,275,2010389,t_rec+1,nrec
bootstrap,run88,274,1125787029,t_rec+1,nalb
bootstrap,run88,39,1125787029,t_bot+1,nalb
bootstrap,run88,38,1075,t_bot,ncont
bootstrap,run88,0,1075,0,ncont
bootstrap,run89,1000000,682388,1000000,nhist
bootstrap,run89,645361,682388,t_exp+1,nhist
bootstrap,run89,645360,15022536,t_exp,nrec
bootstrap,run89,380,15022536,t_rec+1,nrec
bootstrap,run89,379,2862,t_rec+1,nalb
bootstrap,run89,84,2862,t_bot+1,nalb
bootstrap,run89,83,5628,t_bot,ncont
bootstrap,run89,0,5628,0,ncont
bootstrap,run90,1000000,701692,1000000,nhist
bootstrap,run90,1000001,701692,t_exp+1,nhist
bootstrap,run90,1000000,3080849,t_exp,nrec
bootstrap,run90,272,3080849,t_rec+1,nrec
bootstrap,run90,271,5663,t_rec+1,nalb
bootstrap,run90,101,5663,t_bot+1,nalb
bootstrap,run90,100,3248,t_bot,ncont
bootstrap,run90,0,3248,0,ncont
bootstrap,run91,1000000,677882,1000000,nhist
bootstrap,run91,645503,677882,t_exp+1,nhist
bootstrap,run91,645502,21719562,t_exp,nrec
bootstrap,run91,357,21719562,t_rec+1,nrec
bootstrap,run91,356,2434,t_rec+1,nalb
bootstrap,run91,52,2434,t_bot+1,nalb
bootstrap,run91,51,2125461,t_bot,ncont
bootstrap,run91,0,2125461,0,ncont
bootstrap,run92,1000000,687463,1000000,nhist
bootstrap,run92,612623,687463,t_exp+1,nhist
bootstrap,run92,612622,24325894,t_exp,nrec
bootstrap,run92,464,24325894,t_rec+1,nrec
bootstrap,run92,463,3601,t_rec+1,nalb
bootstrap,run92,27,3601,t_bot+1,nalb
bootstrap,run92,26,42895,t_bot,ncont
bootstrap,run92,0,42895,0,ncont
bootstrap,run93,1000000,684280,1000000,nhist
bootstrap,run93,656815,684280,t_exp+1,nhist
bootstrap,run93,656814,9249228,t_exp,nrec
bootstrap,run93,480,9249228,t_rec+1,nrec
bootstrap,run93,479,4470,t_rec+1,nalb
bootstrap,run93,1,4470,t_bot+1,nalb
bootstrap,run93,0,5325,t_bot,ncont
bootstrap,run93,0,5325,0,ncont
bootstrap,run94,1000000,671905,1000000,nhist
bootstrap,run94,633105,671905,t_exp+1,nhist
bootstrap,run94,633104,261832799,t_exp,nrec
bootstrap,run94,403,261832799,t_rec+1,nrec
bootstrap,run94,402,2595,t_rec+1,nalb
bootstrap,run94,50,2595,t_bot+1,nalb
bootstrap,run94,49,52563,t_bot,ncont
bootstrap,run94,0,52563,0,ncont
bootstrap,run95,1000000,810686,1000000,nhist
bootstrap,run95,18657,810686,t_exp+1,nhist
bootstrap,run95,18656,1228846,t_exp,nrec
bootstrap,run95,298,1228846,t_rec+1,nrec
bootstrap,run95,297,1356035,t_rec+1,nalb
bootstrap,run95,94,1356035,t_bot+1,nalb
bootstrap,run95,93,3644,t_bot,ncont
bootstrap,run95,0,3644,0,ncont
bootstrap,run96,1000000,672908,1000000,nhist
bootstrap,run96,679072,672908,t_exp+1,nhist
bootstrap,run96,679071,8761592,t_exp,nrec
bootstrap,run96,348,8761592,t_rec+1,nrec
bootstrap,run96,347,2896,t_rec+1,nalb
bootstrap,run96,41,2896,t_bot+1,nalb
bootstrap,run96,40,842170,t_bot,ncont
bootstrap,run96,0,842170,0,ncont
bootstrap,run97,1000000,670151,1000000,nhist
bootstrap,run97,999305,670151,t_exp+1,nhist
bootstrap,run97,999304,4154399,t_exp,nrec
bootstrap,run97,425,4154399,t_rec+1,nrec
bootstrap,run97,424,5962,t_rec+1,nalb
bootstrap,run97,9,5962,t_bot+1,nalb
bootstrap,run97,8,1190,t_bot,ncont
bootstrap,run97,0,1190,0,ncont
bootstrap,run98,1000000,695611,1000000,nhist
bootstrap,run98,620342,695611,t_exp+1,nhist
bootstrap,run98,620341,26484318,t_exp,nrec
bootstrap,run98,332,26484318,t_rec+1,nrec
bootstrap,run98,331,2192,t_rec+1,nalb
bootstrap,run98,72,2192,t_bot+1,nalb
bootstrap,run98,71,10636,t_bot,ncont
bootstrap,run98,0,10636,0,ncont
bootstrap,run99,1000000,689368,1000000,nhist
bootstrap,run99,619137,689368,t_exp+1,nhist
bootstrap,run99,619136,10000000000,t_exp,nrec
bootstrap,run99,450,10000000000,t_rec+1,nrec
bootstrap,run99,449,2987,t_rec+1,nalb
bootstrap,run99,42,2987,t_bot+1,nalb
bootstrap,run99,41,17703756,t_bot,ncont
bootstrap,run99,0,17703756,0,ncont
bootstrap,run100,1000000,681307,1000000,nhist
bootstrap,run100,673463,681307,t_exp+1,nhist
bootstrap,run100,673462,7707170,t_exp,nrec
bootstrap,run100,443,7707170,t_rec+1,nrec
bootstrap,run100,442,4331,t_rec+1,nalb
bootstrap,run100,9,4331,t_bot+1,nalb
bootstrap,run100,8,15447,t_bot,ncont
bootstrap,run100,0,15447,0,ncont
