type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run17,1000000,93772,1000000,nhist
bootstrap,run17,117027,93772,t_exp+1,nhist
bootstrap,run17,117026,3910855,t_exp,nalb
bootstrap,run17,57,3910855,t_bot+1,nalb
bootstrap,run17,56,49,t_bot,ncont
bootstrap,run17,0,49,0,ncont
bootstrap,run18,1000000,95290,1000000,nhist
bootstrap,run18,95841,95290,t_exp+1,nhist
bootstrap,run18,95840,106543872,t_exp,nalb
bootstrap,run18,97,106543872,t_bot+1,nalb
bootstrap,run18,96,56,t_bot,ncont
bootstrap,run18,0,56,0,ncont
bootstrap,run19,1000000,95852,1000000,nhist
bootstrap,run19,107727,95852,t_exp+1,nhist
bootstrap,run19,107726,12225426,t_exp,nalb
bootstrap,run19,46,12225426,t_bot+1,nalb
bootstrap,run19,45,30,t_bot,ncont
bootstrap,run19,0,30,0,ncont
bootstrap,run20,1000000,95640,1000000,nhist
bootstrap,run20,109101,95640,t_exp+1,nhist
bootstrap,run20,109100,6990575,t_exp,nalb
bootstrap,run20,32,6990575,t_bot+1,nalb
bootstrap,run20,31,23,t_bot,ncont
bootstrap,run20,0,23,0,ncont
bootstrap,run21,1000000,94861,1000000,nhist
bootstrap,run21,122006,94861,t_exp+1,nhist
bootstrap,run21,122005,3559260,t_exp,nalb
bootstrap,run21,6,3559260,t_bot+1,nalb
bootstrap,run21,5,3,t_bot,ncont
bootstrap,run21,0,3,0,ncont
bootstrap,run22,1000000,96147,1000000,nhist
bootstrap,run22,107836,96147,t_exp+1,nhist
bootstrap,run22,107835,6647468,t_exp,nalb
bootstrap,run22,23,6647468,t_bot+1,nalb
bootstrap,run22,22,16,t_bot,ncont
bootstrap,run22,0,16,0,ncont
bootstrap,run23,1000000,96898,1000000,nhist
bootstrap,run23,94713,96898,t_exp+1,nhist
bootstrap,run23,94712,111120524,t_exp,nalb
bootstrap,run23,83,111120524,t_bot+1,nalb
bootstrap,run23,82,47,t_bot,ncont
bootstrap,run23,0,47,0,ncont
bootstrap,run24,1000000,95090,1000000,nhist
bootstrap,run24,122031,95090,t_exp+1,nhist
bootstrap,run24,122030,3125225,t_exp,nalb
bootstrap,run24,26,3125225,t_bot+1,nalb
bootstrap,run24,25,21,t_bot,ncont
bootstrap,run24,0,21,0,ncont
bootstrap,run25,1000000,4340,1000000,nhist
bootstrap,run25,986996,4340,t_exp+1,nhist
bootstrap,run25,986995,441568,t_exp,nalb
bootstrap,run25,45,441568,t_bot+1,nalb
bootstrap,run25,44,101,t_bot,ncont
bootstrap,run25,0,101,0,ncont
bootstrap,run26,1000000,95070,1000000,nhist
bootstrap,run26,105746,95070,t_exp+1,nhist
bootstrap,run26,105745,10266914,t_exp,nalb
bootstrap,run26,13,10266914,t_bot+1,nalb
bootstrap,run26,12,8,t_bot,ncont
bootstrap,run26,0,8,0,ncont
bootstrap,run27,1000000,96797,1000000,nhist
bootstrap,run27,94705,96797,t_exp+1,nhist
bootstrap,run27,94704,192972496,t_exp,nalb
bootstrap,run27,29,192972496,t_bot+1,nalb
bootstrap,run27,28,14,t_bot,ncont
bootstrap,run27,0,14,0,ncont
bootstrap,run28,1000000,95680,1000000,nhist
bootstrap,run28,91910,95680,t_exp+1,nhist
bootstrap,run28,91909,10000000000,t_exp,nalb
bootstrap,run28,45,10000000000,t_bot+1,nalb
bootstrap,run28,44,16,t_bot,ncont
bootstrap,run28,0,16,0,ncont
bootstrap,run29,1000000,95697,1000000,nhist
bootstrap,run29,103774,95697,t_exp+1,nhist
bootstrap,run29,103773,14158910,t_exp,nalb
bootstrap,run29,67,14158910,t_bot+1,nalb
bootstrap,run29,66,46,t_bot,ncont
bootstrap,run29,0,46,0,ncont
bootstrap,run30,1000000,96829,1000000,nhist
bootstrap,run30,97713,96829,t_exp+1,nhist
bootstrap,run30,97712,82426786,t_exp,nalb
bootstrap,run30,58,82426786,t_bot+1,nalb
bootstrap,run30,57,32,t_bot,ncont
bootstrap,run30,0,32,0,ncont
bootstrap,run31,1000000,95717,1000000,nhist
bootstrap,run31,89704,95717,t_exp+1,nhist
bootstrap,run31,89703,10000000000,t_exp,nalb
bootstrap,run31,84,10000000000,t_bot+1,nalb
bootstrap,run31,83,34,t_bot,ncont
bootstrap,run31,0,34,0,ncont
bootstrap,run32,1000000,96017,1000000,nhist
bootstrap,run32,117968,96017,t_exp+1,nhist
bootstrap,run32,117967,3358127,t_exp,nalb
bootstrap,run32,79,3358127,t_bot+1,nalb
bootstrap,run32,78,73,t_bot,ncont
bootstrap,run32,0,73,0,ncont
bootstrap,run33,1000000,94266,1000000,nhist
bootstrap,run33,122088,94266,t_exp+1,nhist
bootstrap,run33,122087,2924996,t_exp,nalb
bootstrap,run33,44,2924996,t_bot+1,nalb
bootstrap,run33,43,39,t_bot,ncont
bootstrap,run33,0,39,0,ncont
bootstrap,run34,1000000,94871,1000000,nhist
bootstrap,run34,121772,94871,t_exp+1,nhist
bootstrap,run34,121771,2859790,t_exp,nalb
bootstrap,run34,22,2859790,t_bot+1,nalb
bootstrap,run34,21,18,t_bot,ncont
bootstrap,run34,0,18,0,ncont
bootstrap,run35,1000000,93538,1000000,nhist
bootstrap,run35,126242,93538,t_exp+1,nhist
bootstrap,run35,126241,2559773,t_exp,nalb
bootstrap,run35,71,2559773,t_bot+1,nalb
bootstrap,run35,70,68,t_bot,ncont
bootstrap,run35,0,68,0,ncont
bootstrap,run36,1000000,96009,1000000,nhist
bootstrap,run36,100838,96009,t_exp+1,nhist
bootstrap,run36,100837,29564343,t_exp,nalb
bootstrap,run36,80,29564343,t_bot+1,nalb
bootstrap,run36,79,51,t_bot,ncont
bootstrap,run36,0,51,0,ncont
bootstrap,run37,1000000,96404,1000000,nhist
bootstrap,run37,103840,96404,t_exp+1,nhist
bootstrap,run37,103839,17120438,t_exp,nalb
bootstrap,run37,37,17120438,t_bot+1,nalb
bootstrap,run37,36,23,t_bot,ncont
bootstrap,run37,0,23,0,ncont
bootstrap,run38,1000000,95067,1000000,nhist
bootstrap,run38,120321,95067,t_exp+1,nhist
bootstrap,run38,120320,3316872,t_exp,nalb
bootstrap,run38,99,3316872,t_bot+1,nalb
bootstrap,run38,98,93,t_bot,ncont
bootstrap,run38,0,93,0,ncont
bootstrap,run39,1000000,95271,1000000,nhist
bootstrap,run39,93249,95271,t_exp+1,nhist
bootstrap,run39,93248,3179827432,t_exp,nalb
bootstrap,run39,91,3179827432,t_bot+1,nalb
bootstrap,run39,90,39,t_bot,ncont
bootstrap,run39,0,39,0,ncont
bootstrap,run40,1000000,93891,1000000,nhist
bootstrap,run40,105145,93891,t_exp+1,nhist
bootstrap,run40,105144,18229787,t_exp,nalb
bootstrap,run40,3,18229787,t_bot+1,nalb
bootstrap,run40,2,1,t_bot,ncont
bootstrap,run40,0,1,0,ncont
bootstrap,run41,1000000,94591,1000000,nhist
bootstrap,run41,117005,94591,t_exp+1,nhist
bootstrap,run41,117004,4656078,t_exp,nalb
bootstrap,run41,41,4656078,t_bot+1,nalb
bootstrap,run41,40,32,t_bot,ncont
bootstrap,run41,0,32,0,ncont
bootstrap,run42,1000000,95770,1000000,nhist
bootstrap,run42,100714,95770,t_exp+1,nhist
bootstrap,run42,100713,33050428,t_exp,nalb
bootstrap,run42,19,33050428,t_bot+1,nalb
bootstrap,run42,18,10,t_bot,ncont
bootstrap,run42,0,10,0,ncont
bootstrap,run43,1000000,95967,1000000,nhist
bootstrap,run43,114403,95967,t_exp+1,nhist
bootstrap,run43,114402,5276804,t_exp,nalb
bootstrap,run43,75,5276804,t_bot+1,nalb
bootstrap,run43,74,61,t_bot,ncont
bootstrap,run43,0,61,0,ncont
bootstrap,run44,1000000,92575,1000000,nhist
bootstrap,run44,129711,92575,t_exp+1,nhist
bootstrap,run44,129710,2347673,t_exp,nalb
bootstrap,run44,69,2347673,t_bot+1,nalb
bootstrap,run44,68,67,t_bot,ncont
bootstrap,run44,0,67,0,ncont
bootstrap,run45,1000000,9679,1000000,nhist
bootstrap,run45,817771,9679,t_exp+1,nhist
bootstrap,run45,817770,449392,t_exp,nalb
bootstrap,run45,2,449392,t_bot+1,nalb
bootstrap,run45,1,2,t_bot,ncont
bootstrap,run45,0,2,0,ncont
bootstrap,run46,1000000,93087,1000000,nhist
bootstrap,run46,114162,93087,t_exp+1,nhist
bootstrap,run46,114161,6544603,t_exp,nalb
bootstrap,run46,73,6544603,t_bot+1,nalb
bootstrap,run46,72,58,t_bot,ncont
bootstrap,run46,0,58,0,ncont
bootstrap,run47,1000000,97159,1000000,nhist
bootstrap,run47,92373,97159,t_exp+1,nhist
bootstrap,run47,92372,9065761566,t_exp,nalb
bootstrap,run47,15,9065761566,t_bot+1,nalb
bootstrap,run47,14,5,t_bot,ncont
bootstrap,run47,0,5,0,ncont
bootstrap,run48,1000000,92218,1000000,nhist
bootstrap,run48,132175,92218,t_exp+1,nhist
bootstrap,run48,132174,2342164,t_exp,nalb
bootstrap,run48,67,2342164,t_bot+1,nalb
bootstrap,run48,66,64,t_bot,ncont
bootstrap,run48,0,64,0,ncont
bootstrap,run49,1000000,91462,1000000,nhist
bootstrap,run49,128794,91462,t_exp+1,nhist
bootstrap,run49,128793,2388655,t_exp,nalb
bootstrap,run49,55,2388655,t_bot+1,nalb
bootstrap,run49,54,54,t_bot,ncont
bootstrap,run49,0,54,0,ncont
bootstrap,run50,1000000,92684,1000000,nhist
bootstrap,run50,119897,92684,t_exp+1,nhist
bootstrap,run50,119896,3446664,t_exp,nalb
bootstrap,run50,54,3446664,t_bot+1,nalb
bootstrap,run50,53,48,t_bot,ncont
bootstrap,run50,0,48,0,ncont
bootstrap,run51,1000000,95004,1000000,nhist
bootstrap,run51,99990,95004,t_exp+1,nhist
bootstrap,run51,99989,39652303,t_exp,nalb
bootstrap,run51,93,39652303,t_bot+1,nalb
bootstrap,run51,92,58,t_bot,ncont
bootstrap,run51,0,58,0,ncont
bootstrap,run52,1000000,94705,1000000,nhist
bootstrap,run52,113864,94705,t_exp+1,nhist
bootstrap,run52,113863,5314823,t_exp,nalb
bootstrap,run52,10,5314823,t_bot+1,nalb
bootstrap,run52,9,6,t_bot,ncont
bootstrap,run52,0,6,0,ncont
bootstrap,run53,1000000,95255,1000000,nhist
bootstrap,run53,112769,95255,t_exp+1,nhist
bootstrap,run53,112768,5424842,t_exp,nalb
bootstrap,run53,11,5424842,t_bot+1,nalb
bootstrap,run53,10,7,t_bot,ncont
bootstrap,run53,0,7,0,ncont
bootstrap,run54,1000000,94655,1000000,nhist
bootstrap,run54,113655,94655,t_exp+1,nhist
bootstrap,run54,113654,4990073,t_exp,nalb
bootstrap,run54,45,4990073,t_bot+1,nalb
bootstrap,run54,44,35,t_bot,ncont
bootstrap,run54,0,35,0,ncont
bootstrap,run55,1000000,96335,1000000,nhist
bootstrap,run55,94353,96335,t_exp+1,nhist
bootstrap,run55,94352,151906061,t_exp,nalb
bootstrap,run55,38,151906061,t_bot+1,nalb
bootstrap,run55,37,19,t_bot,ncont
bootstrap,run55,0,19,0,ncont
bootstrap,run56,1000000,96387,1000000,nhist
bootstrap,run56,91424,96387,t_exp+1,nhist
bootstrap,run56,91423,8773189594,t_exp,nalb
bootstrap,run56,20,8773189594,t_bot+1,nalb
bootstrap,run56,19,7,t_bot,ncont
bootstrap,run56,0,7,0,ncont
bootstrap,run57,1000000,95332,1000000,nhist
bootstrap,run57,96936,95332,t_exp+1,nhist
bootstrap,run57,96935,587187354,t_exp,nalb
bootstrap,run57,84,587187354,t_bot+1,nalb
bootstrap,run57,83,39,t_bot,ncont
bootstrap,run57,0,39,0,ncont
bootstrap,run58,1000000,93565,1000000,nhist
bootstrap,run58,107663,93565,t_exp+1,nhist
bootstrap,run58,107662,11599885,t_exp,nalb
bootstrap,run58,100,11599885,t_bot+1,nalb
bootstrap,run58,99,74,t_bot,ncont
bootstrap,run58,0,74,0,ncont
bootstrap,run59,1000000,95218,1000000,nhist
bootstrap,run59,112042,95218,t_exp+1,nhist
bootstrap,run59,112041,5802086,t_exp,nalb
bootstrap,run59,24,5802086,t_bot+1,nalb
bootstrap,run59,23,17,t_bot,ncont
bootstrap,run59,0,17,0,ncont
bootstrap,run60,1000000,95248,1000000,nhist
bootstrap,run60,99462,95248,t_exp+1,nhist
bootstrap,run60,99461,37038177,t_exp,nalb
bootstrap,run60,44,37038177,t_bot+1,nalb
bootstrap,run60,43,26,t_bot,ncont
bootstrap,run60,0,26,0,ncont
bootstrap,run61,1000000,95016,1000000,nhist
bootstrap,run61,118692,95016,t_exp+1,nhist
bootstrap,run61,118691,4641324,t_exp,nalb
bootstrap,run61,25,4641324,t_bot+1,nalb
bootstrap,run61,24,18,t_bot,ncont
bootstrap,run61,0,18,0,ncont
bootstrap,run62,1000000,93164,1000000,nhist
bootstrap,run62,121922,93164,t_exp+1,nhist
bootstrap,run62,121921,3306344,t_exp,nalb
bootstrap,run62,18,3306344,t_bot+1,nalb
bootstrap,run62,17,14,t_bot,ncont
bootstrap,run62,0,14,0,ncont
bootstrap,run63,1000000,96839,1000000,nhist
bootstrap,run63,102938,96839,t_exp+1,nhist
bootstrap,run63,102937,23284134,t_exp,nalb
bootstrap,run63,86,23284134,t_bot+1,nalb
bootstrap,run63,85,56,t_bot,ncont
bootstrap,run63,0,56,0,ncont
bootstrap,run64,1000000,96482,1000000,nhist
bootstrap,run64,98775,96482,t_exp+1,nhist
bootstrap,run64,98774,70273694,t_exp,nalb
bootstrap,run64,22,70273694,t_bot+1,nalb
bootstrap,run64,21,11,t_bot,ncont
bootstrap,run64,0,11,0,ncont
bootstrap,run65,1000000,3497,1000000,nhist
bootstrap,run65,999521,3497,t_exp+1,nhist
bootstrap,run65,999520,455278,t_exp,nalb
bootstrap,run65,80,455278,t_bot+1,nalb
bootstrap,run65,79,190,t_bot,ncont
bootstrap,run65,0,190,0,ncont
bootstrap,run66,1000000,93517,1000000,nhist
bootstrap,run66,122887,93517,t_exp+1,nhist
bootstrap,run66,122886,3549172,t_exp,nalb
bootstrap,run66,87,3549172,t_bot+1,nalb
bootstrap,run66,86,79,t_bot,ncont
bootstrap,run66,0,79,0,ncont
bootstrap,run67,1000000,81468,1000000,nhist
bootstrap,run67,10001,81468,t_exp+1,nhist
bootstrap,run67,10000,10000000000,t_exp,nalb
bootstrap,run67,101,10000000000,t_bot+1,nalb
bootstrap,run67,100,103,t_bot,ncont
bootstrap,run67,0,103,0,ncont
bootstrap,run68,1000000,93490,1000000,nhist
bootstrap,run68,129378,93490,t_exp+1,nhist
bootstrap,run68,129377,2581267,t_exp,nalb
bootstrap,run68,36,2581267,t_bot+1,nalb
bootstrap,run68,35,32,t_bot,ncont
bootstrap,run68,0,32,0,ncont
bootstrap,run69,1000000,96284,1000000,nhist
bootstrap,run69,90822,96284,t_exp+1,nhist
bootstrap,run69,90821,4743051836,t_exp,nalb
bootstrap,run69,81,4743051836,t_bot+1,nalb
bootstrap,run69,80,34,t_bot,ncont
bootstrap,run69,0,34,0,ncont
bootstrap,run70,1000000,93572,1000000,nhist
bootstrap,run70,119473,93572,t_exp+1,nhist
bootstrap,run70,119472,3553143,t_exp,nalb
bootstrap,run70,70,3553143,t_bot+1,nalb
bootstrap,run70,69,63,t_bot,ncont
bootstrap,run70,0,63,0,ncont
bootstrap,run71,1000000,95129,1000000,nhist
bootstrap,run71,114910,95129,t_exp+1,nhist
bootstrap,run71,114909,5128230,t_exp,nalb
bootstrap,run71,76,5128230,t_bot+1,nalb
bootstrap,run71,75,62,t_bot,ncont
bootstrap,run71,0,62,0,ncont
bootstrap,run72,1000000,88933,1000000,nhist
bootstrap,run72,10018,88933,t_exp+1,nhist
bootstrap,run72,10017,10000000000,t_exp,nalb
bootstrap,run72,39,10000000000,t_bot+1,nalb
bootstrap,run72,38,37,t_bot,ncont
bootstrap,run72,0,37,0,ncont
bootstrap,run73,1000000,58784,1000000,nhist
bootstrap,run73,405235,58784,t_exp+1,nhist
bootstrap,run73,405234,477929,t_exp,nalb
bootstrap,run73,26,477929,t_bot+1,nalb
bootstrap,run73,25,47,t_bot,ncont
bootstrap,run73,0,47,0,ncont
bootstrap,run74,1000000,94752,1000000,nhist
bootstrap,run74,121005,94752,t_exp+1,nhist
bootstrap,run74,121004,3248149,t_exp,nalb
bootstrap,run74,67,3248149,t_bot+1,nalb
bootstrap,run74,66,60,t_bot,ncont
bootstrap,run74,0,60,0,ncont
bootstrap,run75,1000000,95426,1000000,nhist
bootstrap,run75,91154,95426,t_exp+1,nhist
bootstrap,run75,91153,10000000000,t_exp,nalb
bootstrap,run75,97,10000000000,t_bot+1,nalb
bootstrap,run75,96,39,t_bot,ncont
bootstrap,run75,0,39,0,ncont
bootstrap,run76,1000000,95289,1000000,nhist
bootstrap,run76,89793,95289,t_exp+1,nhist
bootstrap,run76,89792,10000000000,t_exp,nalb
bootstrap,run76,86,10000000000,t_bot+1,nalb
bootstrap,run76,85,35,t_bot,ncont
bootstrap,run76,0,35,0,ncont
bootstrap,run77,1000000,93819,1000000,nhist
bootstrap,run77,92189,93819,t_exp+1,nhist
bootstrap,run77,92188,9818082512,t_exp,nalb
bootstrap,run77,96,9818082512,t_bot+1,nalb
bootstrap,run77,95,39,t_bot,ncont
bootstrap,run77,0,39,0,ncont
bootstrap,run78,1000000,95891,1000000,nhist
bootstrap,run78,108691,95891,t_exp+1,nhist
bootstrap,run78,108690,8851031,t_exp,nalb
bootstrap,run78,77,8851031,t_bot+1,nalb
bootstrap,run78,76,58,t_bot,ncont
bootstrap,run78,0,58,0,ncont
bootstrap,run79,1000000,97948,1000000,nhist
bootstrap,run79,90315,97948,t_exp+1,nhist
bootstrap,run79,90314,10000000000,t_exp,nalb
bootstrap,run79,22,10000000000,t_bot+1,nalb
bootstrap,run79,21,8,t_bot,ncont
bootstrap,run79,0,8,0,ncont
bootstrap,run80,1000000,95325,1000000,nhist
bootstrap,run80,105209,95325,t_exp+1,nhist
bootstrap,run80,105208,11812081,t_exp,nalb
bootstrap,run80,23,11812081,t_bot+1,nalb
bootstrap,run80,22,15,t_bot,ncont
bootstrap,run80,0,15,0,ncont
bootstrap,run81,1000000,93301,1000000,nhist
bootstrap,run81,125569,93301,t_exp+1,nhist
bootstrap,run81,125568,2683786,t_exp,nalb
bootstrap,run81,74,2683786,t_bot+1,nalb
bootstrap,run81,73,71,t_bot,ncont
bootstrap,run81,0,71,0,ncont
bootstrap,run82,1000000,95144,1000000,nhist
bootstrap,run82,124336,95144,t_exp+1,nhist
bootstrap,run82,124335,2777652,t_exp,nalb
bootstrap,run82,84,2777652,t_bot+1,nalb
bootstrap,run82,83,81,t_bot,ncont
bootstrap,run82,0,81,0,ncont
bootstrap,run83,1000000,94739,1000000,nhist
bootstrap,run83,102617,94739,t_exp+1,nhist
bootstrap,run83,102616,30189378,t_exp,nalb
bootstrap,run83,100,30189378,t_bot+1,nalb
bootstrap,run83,99,65,t_bot,ncont
bootstrap,run83,0,65,0,ncont
bootstrap,run84,1000000,95160,1000000,nhist
bootstrap,run84,106290,95160,t_exp+1,nhist
bootstrap,run84,106289,11761243,t_exp,nalb
bootstrap,run84,39,11761243,t_bot+1,nalb
bootstrap,run84,38,26,t_bot,ncont
bootstrap,run84,0,26,0,ncont
bootstrap,run85,1000000,96235,1000000,nhist
bootstrap,run85,98547,96235,t_exp+1,nhist
bootstrap,run85,98546,28729935,t_exp,nalb
bootstrap,run85,99,28729935,t_bot+1,nalb
bootstrap,run85,98,66,t_bot,ncont
bootstrap,run85,0,66,0,ncont
bootstrap,run86,1000000,93908,1000000,nhist
bootstrap,run86,119810,93908,t_exp+1,nhist
bootstrap,run86,119809,3657150,t_exp,nalb
bootstrap,run86,36,3657150,t_bot+1,nalb
bootstrap,run86,35,30,t_bot,ncont
bootstrap,run86,0,30,0,ncont
bootstrap,run87,1000000,95019,1000000,nhist
bootstrap,run87,99970,95019,t_exp+1,nhist
bootstrap,run87,99969,45840701,t_exp,nalb
bootstrap,run87,81,45840701,t_bot+1,nalb
bootstrap,run87,80,49,t_bot,ncont
bootstrap,run87,0,49,0,ncont
bootstrap,run88,1000000,96242,1000000,nhist
bootstrap,run88,99665,96242,t_exp+1,nhist
bootstrap,run88,99664,33993086,t_exp,nalb
bootstrap,run88,95,33993086,t_bot+1,nalb
bootstrap,run88,94,61,t_bot,ncont
bootstrap,run88,0,61,0,ncont
bootstrap,run89,1000000,95132,1000000,nhist
bootstrap,run89,113257,95132,t_exp+1,nhist
bootstrap,run89,113256,5825958,t_exp,nalb
bootstrap,run89,100,5825958,t_bot+1,nalb
bootstrap,run89,99,82,t_bot,ncont
bootstrap,run89,0,82,0,ncont
bootstrap,run90,1000000,92294,1000000,nhist
bootstrap,run90,120093,92294,t_exp+1,nhist
bootstrap,run90,120092,4428858,t_exp,nalb
bootstrap,run90,23,4428858,t_bot+1,nalb
bootstrap,run90,22,17,t_bot,ncont
bootstrap,run90,0,17,0,ncont
bootstrap,run91,1000000,96387,1000000,nhist
bootstrap,run91,93396,96387,t_exp+1,nhist
bootstrap,run91,93395,498572693,t_exp,nalb
bootstrap,run91,75,498572693,t_bot+1,nalb
bootstrap,run91,74,36,t_bot,ncont
bootstrap,run91,0,36,0,ncont
bootstrap,run92,1000000,95397,1000000,nhist
bootstrap,run92,111088,95397,t_exp+1,nhist
bootstrap,run92,111087,6588591,t_exp,nalb
bootstrap,run92,49,6588591,t_bot+1,nalb
bootstrap,run92,48,37,t_bot,ncont
bootstrap,run92,0,37,0,ncont
bootstrap,run93,1000000,93802,1000000,nhist
bootstrap,run93,124671,93802,t_exp+1,nhist
bootstrap,run93,124670,2707631,t_exp,nalb
bootstrap,run93,46,2707631,t_bot+1,nalb
bootstrap,run93,45,42,t_bot,ncont
bootstrap,run93,0,42,0,ncont
bootstrap,run94,1000000,95022,1000000,nhist
bootstrap,run94,105065,95022,t_exp+1,nhist
bootstrap,run94,105064,18521991,t_exp,nalb
bootstrap,run94,70,18521991,t_bot+1,nalb
bootstrap,run94,69,47,t_bot,ncont
bootstrap,run94,0,47,0,ncont
bootstrap,run95,1000000,95133,1000000,nhist
bootstrap,run95,105792,95133,t_exp+1,nhist
bootstrap,run95,105791,13207209,t_exp,nalb
bootstrap,run95,16,13207209,t_bot+1,nalb
bootstrap,run95,15,9,t_bot,ncont
bootstrap,run95,0,9,0,ncont
bootstrap,run96,1000000,94174,1000000,nhist
bootstrap,run96,112777,94174,t_exp+1,nhist
bootstrap,run96,112776,7009503,t_exp,nalb
bootstrap,run96,13,7009503,t_bot+1,nalb
bootstrap,run96,12,8,t_bot,ncont
bootstrap,run96,0,8,0,ncont
bootstrap,run97,1000000,95519,1000000,nhist
bootstrap,run97,111629,95519,t_exp+1,nhist
bootstrap,run97,111628,5265503,t_exp,nalb
bootstrap,run97,75,5265503,t_bot+1,nalb
bootstrap,run97,74,62,t_bot,ncont
bootstrap,run97,0,62,0,ncont
bootstrap,run98,1000000,93765,1000000,nhist
