type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run98,117333,93765,t_exp+1,nhist
bootstrap,run98,117332,4340071,t_exp,nalb
bootstrap,run98,3,4340071,t_bot+1,nalb
bootstrap,run98,2,1,t_bot,ncont
bootstrap,run98,0,1,0,ncont
bootstrap,run99,1000000,93630,1000000,nhist
bootstrap,run99,116710,93630,t_exp+1,nhist
bootstrap,run99,116709,3806306,t_exp,nalb
bootstrap,run99,73,3806306,t_bot+1,nalb
bootstrap,run99,72,66,t_bot,ncont
bootstrap,run99,0,66,0,ncont
bootstrap,run100,1000000,96209,1000000,nhist
bootstrap,run100,106917,96209,t_exp+1,nhist
bootstrap,run100,106916,11618486,t_exp,nalb
bootstrap,run100,8,11618486,t_bot+1,nalb
bootstrap,run100,7,4,t_bot,ncont
bootstrap,run100,0,4,0,ncont
