type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run11,98877,803188,t_exp+1,nhist
bootstrap,run11,98876,10000000000,t_exp,ncont
bootstrap,run11,0,10000000000,0,ncont
bootstrap,run12,1000000,811259,1000000,nhist
bootstrap,run12,99891,811259,t_exp+1,nhist
bootstrap,run12,99890,10000000000,t_exp,ncont
bootstrap,run12,0,10000000000,0,ncont
bootstrap,run13,1000000,789605,1000000,nhist
bootstrap,run13,99889,789605,t_exp+1,nhist
bootstrap,run13,99888,10000000000,t_exp,ncont
bootstrap,run13,0,10000000000,0,ncont
bootstrap,run14,1000000,803187,1000000,nhist
bootstrap,run14,99884,803187,t_exp+1,nhist
bootstrap,run14,99883,10000000000,t_exp,ncont
bootstrap,run14,0,10000000000,0,ncont
bootstrap,run15,1000000,794685,1000000,nhist
bootstrap,run15,99891,794685,t_exp+1,nhist
bootstrap,run15,99890,10000000000,t_exp,ncont
bootstrap,run15,0,10000000000,0,ncont
bootstrap,run16,1000000,812863,1000000,nhist
bootstrap,run16,99881,812863,t_exp+1,nhist
bootstrap,run16,99880,10000000000,t_exp,ncont
bootstrap,run16,0,10000000000,0,ncont
bootstrap,run17,1000000,806985,1000000,nhist
bootstrap,run17,98849,806985,t_exp+1,nhist
bootstrap,run17,98848,10000000000,t_exp,ncont
bootstrap,run17,0,10000000000,0,ncont
bootstrap,run18,1000000,800145,1000000,nhist
bootstrap,run18,99890,800145,t_exp+1,nhist
bootstrap,run18,99889,10000000000,t_exp,ncont
bootstrap,run18,0,10000000000,0,ncont
bootstrap,run19,1000000,801206,1000000,nhist
bootstrap,run19,99891,801206,t_exp+1,nhist
bootstrap,run19,99890,10000000000,t_exp,ncont
bootstrap,run19,0,10000000000,0,ncont
bootstrap,run20,1000000,799521,1000000,nhist
bootstrap,run20,99891,799521,t_exp+1,nhist
bootstrap,run20,99890,1993533138,t_exp,ncont
bootstrap,run20,0,1993533138,0,ncont
bootstrap,run21,1000000,789064,1000000,nhist
bootstrap,run21,99889,789064,t_exp+1,nhist
bootstrap,run21,99888,10000000000,t_exp,ncont
bootstrap,run21,0,10000000000,0,ncont
bootstrap,run22,1000000,814909,1000000,nhist
bootstrap,run22,99808,814909,t_exp+1,nhist
bootstrap,run22,99807,10000000000,t_exp,ncont
bootstrap,run22,0,10000000000,0,ncont
bootstrap,run23,1000000,807525,1000000,nhist
bootstrap,run23,99887,807525,t_exp+1,nhist
bootstrap,run23,99886,10000000000,t_exp,ncont
bootstrap,run23,0,10000000000,0,ncont
bootstrap,run24,1000000,800047,1000000,nhist
bootstrap,run24,99888,800047,t_exp+1,nhist
bootstrap,run24,99887,10000000000,t_exp,ncont
bootstrap,run24,0,10000000000,0,ncont
bootstrap,run25,1000000,814282,1000000,nhist
bootstrap,run25,99877,814282,t_exp+1,nhist
bootstrap,run25,99876,10000000000,t_exp,ncont
bootstrap,run25,0,10000000000,0,ncont
bootstrap,run26,1000000,823875,1000000,nhist
bootstrap,run26,99891,823875,t_exp+1,nhist
bootstrap,run26,99890,10000000000,t_exp,ncont
bootstrap,run26,0,10000000000,0,ncont
bootstrap,run27,1000000,802763,1000000,nhist
bootstrap,run27,99888,802763,t_exp+1,nhist
bootstrap,run27,99887,10000000000,t_exp,ncont
bootstrap,run27,0,10000000000,0,ncont
bootstrap,run28,1000000,814319,1000000,nhist
bootstrap,run28,99891,814319,t_exp+1,nhist
bootstrap,run28,99890,10000000000,t_exp,ncont
bootstrap,run28,0,10000000000,0,ncont
bootstrap,run29,1000000,802278,1000000,nhist
bootstrap,run29,99886,802278,t_exp+1,nhist
bootstrap,run29,99885,10000000000,t_exp,ncont
bootstrap,run29,0,10000000000,0,ncont
bootstrap,run30,1000000,800435,1000000,nhist
bootstrap,run30,99891,800435,t_exp+1,nhist
bootstrap,run30,99890,10000000000,t_exp,ncont
bootstrap,run30,0,10000000000,0,ncont
bootstrap,run31,1000000,815813,1000000,nhist
bootstrap,run31,99891,815813,t_exp+1,nhist
bootstrap,run31,99890,3271995925,t_exp,ncont
bootstrap,run31,0,3271995925,0,ncont
bootstrap,run32,1000000,812030,1000000,nhist
bootstrap,run32,99891,812030,t_exp+1,nhist
bootstrap,run32,99890,10000000000,t_exp,ncont
bootstrap,run32,0,10000000000,0,ncont
bootstrap,run33,1000000,801740,1000000,nhist
bootstrap,run33,99875,801740,t_exp+1,nhist
bootstrap,run33,99874,10000000000,t_exp,ncont
bootstrap,run33,0,10000000000,0,ncont
bootstrap,run34,1000000,778974,1000000,nhist
bootstrap,run34,99891,778974,t_exp+1,nhist
bootstrap,run34,99890,10000000000,t_exp,ncont
bootstrap,run34,0,10000000000,0,ncont
bootstrap,run35,1000000,802092,1000000,nhist
bootstrap,run35,99810,802092,t_exp+1,nhist
bootstrap,run35,99809,10000000000,t_exp,ncont
bootstrap,run35,0,10000000000,0,ncont
bootstrap,run36,1000000,820218,1000000,nhist
bootstrap,run36,99891,820218,t_exp+1,nhist
bootstrap,run36,99890,10000000000,t_exp,ncont
bootstrap,run36,0,10000000000,0,ncont
bootstrap,run37,1000000,896963,1000000,nhist
bootstrap,run37,9891,896963,t_exp+1,nhist
bootstrap,run37,9890,1083896896,t_exp,ncont
bootstrap,run37,0,1083896896,0,ncont
bootstrap,run38,1000000,793241,1000000,nhist
bootstrap,run38,99774,793241,t_exp+1,nhist
bootstrap,run38,99773,10000000000,t_exp,ncont
bootstrap,run38,0,10000000000,0,ncont
bootstrap,run39,1000000,801928,1000000,nhist
bootstrap,run39,99891,801928,t_exp+1,nhist
bootstrap,run39,99890,10000000000,t_exp,ncont
bootstrap,run39,0,10000000000,0,ncont
bootstrap,run40,1000000,801546,1000000,nhist
bootstrap,run40,99889,801546,t_exp+1,nhist
bootstrap,run40,99888,10000000000,t_exp,ncont
bootstrap,run40,0,10000000000,0,ncont
bootstrap,run41,1000000,816120,1000000,nhist
bootstrap,run41,99891,816120,t_exp+1,nhist
bootstrap,run41,99890,10000000000,t_exp,ncont
bootstrap,run41,0,10000000000,0,ncont
bootstrap,run42,1000000,807964,1000000,nhist
bootstrap,run42,99889,807964,t_exp+1,nhist
bootstrap,run42,99888,10000000000,t_exp,ncont
bootstrap,run42,0,10000000000,0,ncont
bootstrap,run43,1000000,795285,1000000,nhist
bootstrap,run43,99810,795285,t_exp+1,nhist
bootstrap,run43,99809,10000000000,t_exp,ncont
bootstrap,run43,0,10000000000,0,ncont
bootstrap,run44,1000000,800382,1000000,nhist
bootstrap,run44,99787,800382,t_exp+1,nhist
bootstrap,run44,99786,10000000000,t_exp,ncont
bootstrap,run44,0,10000000000,0,ncont
bootstrap,run45,1000000,794620,1000000,nhist
bootstrap,run45,99886,794620,t_exp+1,nhist
bootstrap,run45,99885,10000000000,t_exp,ncont
bootstrap,run45,0,10000000000,0,ncont
bootstrap,run46,1000000,813542,1000000,nhist
bootstrap,run46,99889,813542,t_exp+1,nhist
bootstrap,run46,99888,10000000000,t_exp,ncont
bootstrap,run46,0,10000000000,0,ncont
bootstrap,run47,1000000,813262,1000000,nhist
bootstrap,run47,99882,813262,t_exp+1,nhist
bootstrap,run47,99881,10000000000,t_exp,ncont
bootstrap,run47,0,10000000000,0,ncont
bootstrap,run48,1000000,798696,1000000,nhist
bootstrap,run48,99654,798696,t_exp+1,nhist
bootstrap,run48,99653,10000000000,t_exp,ncont
bootstrap,run48,0,10000000000,0,ncont
bootstrap,run49,1000000,809304,1000000,nhist
bootstrap,run49,99885,809304,t_exp+1,nhist
bootstrap,run49,99884,10000000000,t_exp,ncont
bootstrap,run49,0,10000000000,0,ncont
bootstrap,run50,1000000,809536,1000000,nhist
bootstrap,run50,99881,809536,t_exp+1,nhist
bootstrap,run50,99880,10000000000,t_exp,ncont
bootstrap,run50,0,10000000000,0,ncont
bootstrap,run51,1000000,813401,1000000,nhist
bootstrap,run51,99890,813401,t_exp+1,nhist
bootstrap,run51,99889,10000000000,t_exp,ncont
bootstrap,run51,0,10000000000,0,ncont
bootstrap,run52,1000000,812396,1000000,nhist
bootstrap,run52,99890,812396,t_exp+1,nhist
bootstrap,run52,99889,10000000000,t_exp,ncont
bootstrap,run52,0,10000000000,0,ncont
bootstrap,run53,1000000,797387,1000000,nhist
bootstrap,run53,99837,797387,t_exp+1,nhist
bootstrap,run53,99836,10000000000,t_exp,ncont
bootstrap,run53,0,10000000000,0,ncont
bootstrap,run54,1000000,798151,1000000,nhist
bootstrap,run54,99169,798151,t_exp+1,nhist
bootstrap,run54,99168,10000000000,t_exp,ncont
bootstrap,run54,0,10000000000,0,ncont
bootstrap,run55,1000000,817949,1000000,nhist
bootstrap,run55,99890,817949,t_exp+1,nhist
bootstrap,run55,99889,10000000000,t_exp,ncont
bootstrap,run55,0,10000000000,0,ncont
bootstrap,run56,1000000,805346,1000000,nhist
bootstrap,run56,99888,805346,t_exp+1,nhist
bootstrap,run56,99887,10000000000,t_exp,ncont
bootstrap,run56,0,10000000000,0,ncont
bootstrap,run57,1000000,802315,1000000,nhist
bootstrap,run57,99889,802315,t_exp+1,nhist
bootstrap,run57,99888,10000000000,t_exp,ncont
bootstrap,run57,0,10000000000,0,ncont
bootstrap,run58,1000000,799294,1000000,nhist
bootstrap,run58,99880,799294,t_exp+1,nhist
bootstrap,run58,99879,10000000000,t_exp,ncont
bootstrap,run58,0,10000000000,0,ncont
bootstrap,run59,1000000,799138,1000000,nhist
bootstrap,run59,99891,799138,t_exp+1,nhist
bootstrap,run59,99890,10000000000,t_exp,ncont
bootstrap,run59,0,10000000000,0,ncont
bootstrap,run60,1000000,791085,1000000,nhist
bootstrap,run60,99885,791085,t_exp+1,nhist
bootstrap,run60,99884,10000000000,t_exp,ncont
bootstrap,run60,0,10000000000,0,ncont
bootstrap,run61,1000000,809854,1000000,nhist
bootstrap,run61,99878,809854,t_exp+1,nhist
bootstrap,run61,99877,10000000000,t_exp,ncont
bootstrap,run61,0,10000000000,0,ncont
bootstrap,run62,1000000,793247,1000000,nhist
bootstrap,run62,99885,793247,t_exp+1,nhist
bootstrap,run62,99884,10000000000,t_exp,ncont
bootstrap,run62,0,10000000000,0,ncont
bootstrap,run63,1000000,813050,1000000,nhist
bootstrap,run63,99794,813050,t_exp+1,nhist
bootstrap,run63,99793,10000000000,t_exp,ncont
bootstrap,run63,0,10000000000,0,ncont
bootstrap,run64,1000000,796600,1000000,nhist
bootstrap,run64,99880,796600,t_exp+1,nhist
bootstrap,run64,99879,10000000000,t_exp,ncont
bootstrap,run64,0,10000000000,0,ncont
bootstrap,run65,1000000,803099,1000000,nhist
bootstrap,run65,99890,803099,t_exp+1,nhist
bootstrap,run65,99889,10000000000,t_exp,ncont
bootstrap,run65,0,10000000000,0,ncont
bootstrap,run66,1000000,806519,1000000,nhist
bootstrap,run66,99888,806519,t_exp+1,nhist
bootstrap,run66,99887,10000000000,t_exp,ncont
bootstrap,run66,0,10000000000,0,ncont
bootstrap,run67,1000000,797738,1000000,nhist
bootstrap,run67,99878,797738,t_exp+1,nhist
bootstrap,run67,99877,10000000000,t_exp,ncont
bootstrap,run67,0,10000000000,0,ncont
bootstrap,run68,1000000,799928,1000000,nhist
bootstrap,run68,99886,799928,t_exp+1,nhist
bootstrap,run68,99885,10000000000,t_exp,ncont
bootstrap,run68,0,10000000000,0,ncont
bootstrap,run69,1000000,807268,1000000,nhist
bootstrap,run69,99891,807268,t_exp+1,nhist
bootstrap,run69,99890,10000000000,t_exp,ncont
bootstrap,run69,0,10000000000,0,ncont
bootstrap,run70,1000000,917799,1000000,nhist
bootstrap,run70,99869,917799,t_exp+1,nhist
bootstrap,run70,99868,10000000000,t_exp,ncont
bootstrap,run70,0,10000000000,0,ncont
bootstrap,run71,1000000,786893,1000000,nhist
bootstrap,run71,99891,786893,t_exp+1,nhist
bootstrap,run71,99890,10000000000,t_exp,ncont
bootstrap,run71,0,10000000000,0,ncont
bootstrap,run72,1000000,815918,1000000,nhist
bootstrap,run72,99877,815918,t_exp+1,nhist
bootstrap,run72,99876,10000000000,t_exp,ncont
bootstrap,run72,0,10000000000,0,ncont
bootstrap,run73,1000000,813470,1000000,nhist
bootstrap,run73,99883,813470,t_exp+1,nhist
bootstrap,run73,99882,10000000000,t_exp,ncont
bootstrap,run73,0,10000000000,0,ncont
bootstrap,run74,1000000,818238,1000000,nhist
bootstrap,run74,99864,818238,t_exp+1,nhist
bootstrap,run74,99863,10000000000,t_exp,ncont
bootstrap,run74,0,10000000000,0,ncont
bootstrap,run75,1000000,799369,1000000,nhist
bootstrap,run75,99846,799369,t_exp+1,nhist
bootstrap,run75,99845,10000000000,t_exp,ncont
bootstrap,run75,0,10000000000,0,ncont
bootstrap,run76,1000000,796197,1000000,nhist
bootstrap,run76,99891,796197,t_exp+1,nhist
bootstrap,run76,99890,10000000000,t_exp,ncont
bootstrap,run76,0,10000000000,0,ncont
bootstrap,run77,1000000,796442,1000000,nhist
bootstrap,run77,99882,796442,t_exp+1,nhist
bootstrap,run77,99881,10000000000,t_exp,ncont
bootstrap,run77,0,10000000000,0,ncont
bootstrap,run78,1000000,795361,1000000,nhist
bootstrap,run78,99877,795361,t_exp+1,nhist
bootstrap,run78,99876,10000000000,t_exp,ncont
bootstrap,run78,0,10000000000,0,ncont
bootstrap,run79,1000000,825642,1000000,nhist
bootstrap,run79,99891,825642,t_exp+1,nhist
bootstrap,run79,99890,10000000000,t_exp,ncont
bootstrap,run79,0,10000000000,0,ncont
bootstrap,run80,1000000,803933,1000000,nhist
bootstrap,run80,99883,803933,t_exp+1,nhist
bootstrap,run80,99882,10000000000,t_exp,ncont
bootstrap,run80,0,10000000000,0,ncont
bootstrap,run81,1000000,817924,1000000,nhist
bootstrap,run81,99884,817924,t_exp+1,nhist
bootstrap,run81,99883,10000000000,t_exp,ncont
bootstrap,run81,0,10000000000,0,ncont
bootstrap,run82,1000000,803163,1000000,nhist
bootstrap,run82,99885,803163,t_exp+1,nhist
bootstrap,run82,99884,10000000000,t_exp,ncont
bootstrap,run82,0,10000000000,0,ncont
bootstrap,run83,1000000,814621,1000000,nhist
bootstrap,run83,99859,814621,t_exp+1,nhist
bootstrap,run83,99858,10000000000,t_exp,ncont
bootstrap,run83,0,10000000000,0,ncont
bootstrap,run84,1000000,792554,1000000,nhist
bootstrap,run84,99876,792554,t_exp+1,nhist
bootstrap,run84,99875,10000000000,t_exp,ncont
bootstrap,run84,0,10000000000,0,ncont
bootstrap,run85,1000000,802905,1000000,nhist
bootstrap,run85,99546,802905,t_exp+1,nhist
bootstrap,run85,99545,10000000000,t_exp,ncont
bootstrap,run85,0,10000000000,0,ncont
bootstrap,run86,1000000,783397,1000000,nhist
bootstrap,run86,99890,783397,t_exp+1,nhist
bootstrap,run86,99889,10000000000,t_exp,ncont
bootstrap,run86,0,10000000000,0,ncont
bootstrap,run87,1000000,807206,1000000,nhist
bootstrap,run87,99783,807206,t_exp+1,nhist
bootstrap,run87,99782,10000000000,t_exp,ncont
bootstrap,run87,0,10000000000,0,ncont
bootstrap,run88,1000000,812357,1000000,nhist
bootstrap,run88,99891,812357,t_exp+1,nhist
bootstrap,run88,99890,10000000000,t_exp,ncont
bootstrap,run88,0,10000000000,0,ncont
bootstrap,run89,1000000,806811,1000000,nhist
bootstrap,run89,99751,806811,t_exp+1,nhist
bootstrap,run89,99750,10000000000,t_exp,ncont
bootstrap,run89,0,10000000000,0,ncont
bootstrap,run90,1000000,815201,1000000,nhist
bootstrap,run90,99877,815201,t_exp+1,nhist
bootstrap,run90,99876,10000000000,t_exp,ncont
bootstrap,run90,0,10000000000,0,ncont
bootstrap,run91,1000000,797057,1000000,nhist
bootstrap,run91,99891,797057,t_exp+1,nhist
bootstrap,run91,99890,10000000000,t_exp,ncont
bootstrap,run91,0,10000000000,0,ncont
bootstrap,run92,1000000,800487,1000000,nhist
bootstrap,run92,99891,800487,t_exp+1,nhist
bootstrap,run92,99890,10000000000,t_exp,ncont
bootstrap,run92,0,10000000000,0,ncont
bootstrap,run93,1000000,812839,1000000,nhist
bootstrap,run93,99846,812839,t_exp+1,nhist
bootstrap,run93,99845,2994762606,t_exp,ncont
bootstrap,run93,0,2994762606,0,ncont
bootstrap,run94,1000000,801803,1000000,nhist
bootstrap,run94,99890,801803,t_exp+1,nhist
bootstrap,run94,99889,10000000000,t_exp,ncont
bootstrap,run94,0,10000000000,0,ncont
bootstrap,run95,1000000,803193,1000000,nhist
bootstrap,run95,99743,803193,t_exp+1,nhist
bootstrap,run95,99742,10000000000,t_exp,ncont
bootstrap,run95,0,10000000000,0,ncont
bootstrap,run96,1000000,809552,1000000,nhist
bootstrap,run96,99877,809552,t_exp+1,nhist
bootstrap,run96,99876,10000000000,t_exp,ncont
bootstrap,run96,0,10000000000,0,ncont
bootstrap,run97,1000000,811131,1000000,nhist
bootstrap,run97,99890,811131,t_exp+1,nhist
bootstrap,run97,99889,520444293,t_exp,ncont
bootstrap,run97,0,520444293,0,ncont
bootstrap,run98,1000000,818531,1000000,nhist
bootstrap,run98,99891,818531,t_exp+1,nhist
bootstrap,run98,99890,10000000000,t_exp,ncont
bootstrap,run98,0,10000000000,0,ncont
bootstrap,run99,1000000,802147,1000000,nhist
bootstrap,run99,99888,802147,t_exp+1,nhist
bootstrap,run99,99887,10000000000,t_exp,ncont
bootstrap,run99,0,10000000000,0,ncont
bootstrap,run100,1000000,811392,1000000,nhist
bootstrap,run100,99891,811392,t_exp+1,nhist
bootstrap,run100,99890,10000000000,t_exp,ncont
bootstrap,run100,0,10000000000,0,ncont
