type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run96,127,1184,t_rec,ncont
bootstrap,run96,0,1184,0,ncont
bootstrap,run97,1000000,72868,1000000,nhist
bootstrap,run97,99819,72868,t_exp+1,nhist
bootstrap,run97,99818,10000000000,t_exp,nrec
bootstrap,run97,317,10000000000,t_rec+1,nrec
bootstrap,run97,316,2818,t_rec,ncont
bootstrap,run97,0,2818,0,ncont
bootstrap,run98,1000000,68810,1000000,nhist
bootstrap,run98,99891,68810,t_exp+1,nhist
bootstrap,run98,99890,1088179076,t_exp,nrec
bootstrap,run98,238,1088179076,t_rec+1,nrec
bootstrap,run98,237,2003,t_rec,ncont
bootstrap,run98,0,2003,0,ncont
bootstrap,run99,1000000,68697,1000000,nhist
bootstrap,run99,99890,68697,t_exp+1,nhist
bootstrap,run99,99889,10000000000,t_exp,nrec
bootstrap,run99,88,10000000000,t_rec+1,nrec
bootstrap,run99,87,755,t_rec,ncont
bootstrap,run99,0,755,0,ncont
bootstrap,run100,1000000,67799,1000000,nhist
bootstrap,run100,99876,67799,t_exp+1,nhist
bootstrap,run100,99875,643865846,t_exp,nrec
bootstrap,run100,19,643865846,t_rec+1,nrec
bootstrap,run100,18,164,t_rec,ncont
bootstrap,run100,0,164,0,ncont
