type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run18,332,309705,t_rec+1,nrec
bootstrap,run18,331,2427312633,t_rec,ncont
bootstrap,run18,0,2427312633,0,ncont
bootstrap,run19,1000000,73423,1000000,nhist
bootstrap,run19,99878,73423,t_exp+1,nhist
bootstrap,run19,99877,10000000000,t_exp,nrec
bootstrap,run19,206,10000000000,t_rec+1,nrec
bootstrap,run19,205,1740,t_rec,ncont
bootstrap,run19,0,1740,0,ncont
bootstrap,run20,1000000,70506,1000000,nhist
bootstrap,run20,99850,70506,t_exp+1,nhist
bootstrap,run20,99849,115821797,t_exp,nrec
bootstrap,run20,203,115821797,t_rec+1,nrec
bootstrap,run20,202,1758,t_rec,ncont
bootstrap,run20,0,1758,0,ncont
bootstrap,run21,1000000,67909,1000000,nhist
bootstrap,run21,99891,67909,t_exp+1,nhist
bootstrap,run21,99890,10000000000,t_exp,nrec
bootstrap,run21,106,10000000000,t_rec+1,nrec
bootstrap,run21,105,894,t_rec,ncont
bootstrap,run21,0,894,0,ncont
bootstrap,run22,1000000,71804,1000000,nhist
bootstrap,run22,99890,71804,t_exp+1,nhist
bootstrap,run22,99889,10000000000,t_exp,nrec
bootstrap,run22,99,10000000000,t_rec+1,nrec
bootstrap,run22,98,833,t_rec,ncont
bootstrap,run22,0,833,0,ncont
bootstrap,run23,1000000,71993,1000000,nhist
bootstrap,run23,99891,71993,t_exp+1,nhist
bootstrap,run23,99890,154240590,t_exp,nrec
bootstrap,run23,209,154240590,t_rec+1,nrec
bootstrap,run23,208,1791,t_rec,ncont
bootstrap,run23,0,1791,0,ncont
bootstrap,run24,1000000,67078,1000000,nhist
bootstrap,run24,99891,67078,t_exp+1,nhist
bootstrap,run24,99890,10000000000,t_exp,nrec
bootstrap,run24,260,10000000000,t_rec+1,nrec
bootstrap,run24,259,2100,t_rec,ncont
bootstrap,run24,0,2100,0,ncont
bootstrap,run25,1000000,75279,1000000,nhist
bootstrap,run25,99891,75279,t_exp+1,nhist
bootstrap,run25,99890,5915556199,t_exp,nrec
bootstrap,run25,132,5915556199,t_rec+1,nrec
bootstrap,run25,131,1103,t_rec,ncont
bootstrap,run25,0,1103,0,ncont
bootstrap,run26,1000000,67803,1000000,nhist
bootstrap,run26,99891,67803,t_exp+1,nhist
bootstrap,run26,99890,10000000000,t_exp,nrec
bootstrap,run26,139,10000000000,t_rec+1,nrec
bootstrap,run26,138,1215,t_rec,ncont
bootstrap,run26,0,1215,0,ncont
bootstrap,run27,1000000,72307,1000000,nhist
bootstrap,run27,99869,72307,t_exp+1,nhist
bootstrap,run27,99868,223366630,t_exp,nrec
bootstrap,run27,139,223366630,t_rec+1,nrec
bootstrap,run27,138,257,t_rec,ncont
bootstrap,run27,0,257,0,ncont
bootstrap,run28,1000000,67676,1000000,nhist
bootstrap,run28,99891,67676,t_exp+1,nhist
bootstrap,run28,99890,10000000000,t_exp,nrec
bootstrap,run28,255,10000000000,t_rec+1,nrec
bootstrap,run28,254,2125,t_rec,ncont
bootstrap,run28,0,2125,0,ncont
bootstrap,run29,1000000,66346,1000000,nhist
bootstrap,run29,99890,66346,t_exp+1,nhist
bootstrap,run29,99889,10000000000,t_exp,nrec
bootstrap,run29,327,10000000000,t_rec+1,nrec
bootstrap,run29,326,2851,t_rec,ncont
bootstrap,run29,0,2851,0,ncont
bootstrap,run30,1000000,72001,1000000,nhist
bootstrap,run30,99888,72001,t_exp+1,nhist
bootstrap,run30,99887,3876878,t_exp,nrec
bootstrap,run30,328,3876878,t_rec+1,nrec
bootstrap,run30,327,2918,t_rec,ncont
bootstrap,run30,0,2918,0,ncont
bootstrap,run31,1000000,67957,1000000,nhist
bootstrap,run31,99891,67957,t_exp+1,nhist
bootstrap,run31,99890,2893901915,t_exp,nrec
bootstrap,run31,148,2893901915,t_rec+1,nrec
bootstrap,run31,147,1215,t_rec,ncont
bootstrap,run31,0,1215,0,ncont
bootstrap,run32,1000000,74426,1000000,nhist
bootstrap,run32,99887,74426,t_exp+1,nhist
bootstrap,run32,99886,10000000000,t_exp,nrec
bootstrap,run32,96,10000000000,t_rec+1,nrec
bootstrap,run32,95,815,t_rec,ncont
bootstrap,run32,0,815,0,ncont
bootstrap,run33,,73137,1000000,nhist
bootstrap,run33,99891,73137,t_exp+1,nhist
bootstrap,run33,99890,193731513,t_exp,nrec
bootstrap,run33,9,193731513,t_rec+1,nrec
bootstrap,run33,8,71,t_rec,ncont
bootstrap,run33,0,71,0,ncont
bootstrap,run34,1000000,66801,1000000,nhist
bootstrap,run34,99891,66801,t_exp+1,nhist
bootstrap,run34,99890,10000000000,t_exp,nrec
bootstrap,run34,26,10000000000,t_rec+1,nrec
bootstrap,run34,25,218,t_rec,ncont
bootstrap,run34,0,218,0,ncont
bootstrap,run35,1000000,66219,1000000,nhist
bootstrap,run35,99752,66219,t_exp+1,nhist
bootstrap,run35,99751,34958431,t_exp,nrec
bootstrap,run35,148,34958431,t_rec+1,nrec
bootstrap,run35,147,1276,t_rec,ncont
bootstrap,run35,0,1276,0,ncont
bootstrap,run36,1000000,67699,1000000,nhist
bootstrap,run36,99868,67699,t_exp+1,nhist
bootstrap,run36,99867,6932188675,t_exp,nrec
bootstrap,run36,161,6932188675,t_rec+1,nrec
bootstrap,run36,160,1329,t_rec,ncont
bootstrap,run36,0,1329,0,ncont
bootstrap,run37,1000000,62181,1000000,nhist
bootstrap,run37,99891,62181,t_exp+1,nhist
bootstrap,run37,99890,342338,t_exp,nrec
bootstrap,run37,1,342338,t_rec+1,nrec
bootstrap,run37,0,17042,t_rec,ncont
bootstrap,run37,0,17042,0,ncont
bootstrap,run38,1000000,68170,1000000,nhist
bootstrap,run38,99891,68170,t_exp+1,nhist
bootstrap,run38,99890,7356567201,t_exp,nrec
bootstrap,run38,356,7356567201,t_rec+1,nrec
bootstrap,run38,355,3012,t_rec,ncont
bootstrap,run38,0,3012,0,ncont
bootstrap,run39,1000000,76292,1000000,nhist
bootstrap,run39,99889,76292,t_exp+1,nhist
bootstrap,run39,99888,72526314,t_exp,nrec
bootstrap,run39,150,72526314,t_rec+1,nrec
bootstrap,run39,149,1269,t_rec,ncont
bootstrap,run39,0,1269,0,ncont
bootstrap,run40,1000000,67371,1000000,nhist
bootstrap,run40,99891,67371,t_exp+1,nhist
bootstrap,run40,99890,10000000000,t_exp,nrec
bootstrap,run40,8,10000000000,t_rec+1,nrec
bootstrap,run40,7,65,t_rec,ncont
bootstrap,run40,0,65,0,ncont
bootstrap,run41,1000000,73416,1000000,nhist
bootstrap,run41,99856,73416,t_exp+1,nhist
bootstrap,run41,99855,10000000000,t_exp,nrec
bootstrap,run41,203,10000000000,t_rec+1,nrec
bootstrap,run41,202,1755,t_rec,ncont
bootstrap,run41,0,1755,0,ncont
bootstrap,run42,1000000,72217,1000000,nhist
bootstrap,run42,99888,72217,t_exp+1,nhist
bootstrap,run42,99887,487864415,t_exp,nrec
bootstrap,run42,351,487864415,t_rec+1,nrec
bootstrap,run42,350,3038,t_rec,ncont
bootstrap,run42,0,3038,0,ncont
bootstrap,run43,1000000,66051,1000000,nhist
bootstrap,run43,99886,66051,t_exp+1,nhist
bootstrap,run43,99885,327884,t_exp,nrec
bootstrap,run43,264,327884,t_rec+1,nrec
bootstrap,run43,263,10000000000,t_rec,ncont
bootstrap,run43,0,10000000000,0,ncont
bootstrap,run44,1000000,65272,1000000,nhist
bootstrap,run44,99891,65272,t_exp+1,nhist
bootstrap,run44,99890,10000000000,t_exp,nrec
bootstrap,run44,2,10000000000,t_rec+1,nrec
bootstrap,run44,1,10,t_rec,ncont
bootstrap,run44,0,10,0,ncont
bootstrap,run45,1000000,70225,1000000,nhist
bootstrap,run45,99891,70225,t_exp+1,nhist
bootstrap,run45,99890,10000000000,t_exp,nrec
bootstrap,run45,204,10000000000,t_rec+1,nrec
bootstrap,run45,203,1739,t_rec,ncont
bootstrap,run45,0,1739,0,ncont
bootstrap,run46,1000000,68881,1000000,nhist
bootstrap,run46,99482,68881,t_exp+1,nhist
bootstrap,run46,99481,39663271,t_exp,nrec
bootstrap,run46,2,39663271,t_rec+1,nrec
bootstrap,run46,1,6,t_rec,ncont
bootstrap,run46,0,6,0,ncont
bootstrap,run47,1000000,70500,1000000,nhist
bootstrap,run47,99623,70500,t_exp+1,nhist
bootstrap,run47,99622,30395004,t_exp,nrec
bootstrap,run47,355,30395004,t_rec+1,nrec
bootstrap,run47,354,3152,t_rec,ncont
bootstrap,run47,0,3152,0,ncont
bootstrap,run48,1000000,73033,1000000,nhist
bootstrap,run48,99888,73033,t_exp+1,nhist
bootstrap,run48,99887,10000000000,t_exp,nrec
bootstrap,run48,388,10000000000,t_rec+1,nrec
bootstrap,run48,387,3228,t_rec,ncont
bootstrap,run48,0,3228,0,ncont
bootstrap,run49,1000000,68157,1000000,nhist
bootstrap,run49,99888,68157,t_exp+1,nhist
bootstrap,run49,99887,6706640790,t_exp,nrec
bootstrap,run49,83,6706640790,t_rec+1,nrec
bootstrap,run49,82,677,t_rec,ncont
bootstrap,run49,0,677,0,ncont
bootstrap,run50,1000000,72965,1000000,nhist
bootstrap,run50,99870,72965,t_exp+1,nhist
bootstrap,run50,99869,215714077,t_exp,nrec
bootstrap,run50,81,215714077,t_rec+1,nrec
bootstrap,run50,80,700,t_rec,ncont
bootstrap,run50,0,700,0,ncont
bootstrap,run51,1000000,73391,1000000,nhist
bootstrap,run51,99885,73391,t_exp+1,nhist
bootstrap,run51,99884,10000000000,t_exp,nrec
bootstrap,run51,10,10000000000,t_rec+1,nrec
bootstrap,run51,9,81,t_rec,ncont
bootstrap,run51,0,81,0,ncont
bootstrap,run52,1000000,69246,1000000,nhist
bootstrap,run52,99891,69246,t_exp+1,nhist
bootstrap,run52,99890,10000000000,t_exp,nrec
bootstrap,run52,144,10000000000,t_rec+1,nrec
bootstrap,run52,143,1224,t_rec,ncont
bootstrap,run52,0,1224,0,ncont
bootstrap,run53,1000000,65591,1000000,nhist
bootstrap,run53,99879,65591,t_exp+1,nhist
bootstrap,run53,99878,7046928295,t_exp,nrec
bootstrap,run53,170,7046928295,t_rec+1,nrec
bootstrap,run53,169,1417,t_rec,ncont
bootstrap,run53,0,1417,0,ncont
bootstrap,run54,1000000,75362,1000000,nhist
bootstrap,run54,99891,75362,t_exp+1,nhist
bootstrap,run54,99890,10000000000,t_exp,nrec
bootstrap,run54,113,10000000000,t_rec+1,nrec
bootstrap,run54,112,992,t_rec,ncont
bootstrap,run54,0,992,0,ncont
bootstrap,run55,1000000,74032,1000000,nhist
bootstrap,run55,99346,74032,t_exp+1,nhist
bootstrap,run55,99345,11215926,t_exp,nrec
bootstrap,run55,79,11215926,t_rec+1,nrec
bootstrap,run55,78,712,t_rec,ncont
bootstrap,run55,0,712,0,ncont
bootstrap,run56,1000000,65429,1000000,nhist
bootstrap,run56,99891,65429,t_exp+1,nhist
bootstrap,run56,99890,2583422880,t_exp,nrec
bootstrap,run56,309,2583422880,t_rec+1,nrec
bootstrap,run56,308,2587,t_rec,ncont
bootstrap,run56,0,2587,0,ncont
bootstrap,run57,1000000,75537,1000000,nhist
bootstrap,run57,99891,75537,t_exp+1,nhist
bootstrap,run57,99890,474394940,t_exp,nrec
bootstrap,run57,133,474394940,t_rec+1,nrec
bootstrap,run57,132,1127,t_rec,ncont
bootstrap,run57,0,1127,0,ncont
bootstrap,run58,1000000,67146,1000000,nhist
bootstrap,run58,99878,67146,t_exp+1,nhist
bootstrap,run58,99877,290054817,t_exp,nrec
bootstrap,run58,26,290054817,t_rec+1,nrec
bootstrap,run58,25,211,t_rec,ncont
bootstrap,run58,0,211,0,ncont
bootstrap,run59,1000000,67102,1000000,nhist
bootstrap,run59,99891,67102,t_exp+1,nhist
bootstrap,run59,99890,1504239686,t_exp,nrec
bootstrap,run59,277,1504239686,t_rec+1,nrec
bootstrap,run59,276,2345,t_rec,ncont
bootstrap,run59,0,2345,0,ncont
bootstrap,run60,1000000,65101,1000000,nhist
bootstrap,run60,99891,65101,t_exp+1,nhist
bootstrap,run60,99890,10000000000,t_exp,nrec
bootstrap,run60,95,10000000000,t_rec+1,nrec
bootstrap,run60,94,788,t_rec,ncont
bootstrap,run60,0,788,0,ncont
bootstrap,run61,1000000,71880,1000000,nhist
bootstrap,run61,99875,71880,t_exp+1,nhist
bootstrap,run61,99874,981670682,t_exp,nrec
bootstrap,run61,255,981670682,t_rec+1,nrec
bootstrap,run61,254,2132,t_rec,ncont
bootstrap,run61,0,2132,0,ncont
bootstrap,run62,1000000,68694,1000000,nhist
bootstrap,run62,99888,68694,t_exp+1,nhist
bootstrap,run62,99887,1400910992,t_exp,nrec
bootstrap,run62,206,1400910992,t_rec+1,nrec
bootstrap,run62,205,1764,t_rec,ncont
bootstrap,run62,0,1764,0,ncont
bootstrap,run63,1000000,65554,1000000,nhist
bootstrap,run63,99890,65554,t_exp+1,nhist
bootstrap,run63,99889,801652036,t_exp,nrec
bootstrap,run63,183,801652036,t_rec+1,nrec
bootstrap,run63,182,1541,t_rec,ncont
bootstrap,run63,0,1541,0,ncont
bootstrap,run64,1000000,67610,1000000,nhist
bootstrap,run64,99869,67610,t_exp+1,nhist
bootstrap,run64,99868,42618642,t_exp,nrec
bootstrap,run64,15,42618642,t_rec+1,nrec
bootstrap,run64,14,120,t_rec,ncont
bootstrap,run64,0,120,0,ncont
bootstrap,run65,1000000,73700,1000000,nhist
bootstrap,run65,99879,73700,t_exp+1,nhist
bootstrap,run65,99878,10000000000,t_exp,nrec
bootstrap,run65,205,10000000000,t_rec+1,nrec
bootstrap,run65,204,1857,t_rec,ncont
bootstrap,run65,0,1857,0,ncont
bootstrap,run66,1000000,62753,1000000,nhist
bootstrap,run66,99856,62753,t_exp+1,nhist
bootstrap,run66,99855,81968842,t_exp,nrec
bootstrap,run66,352,81968842,t_rec+1,nrec
bootstrap,run66,351,3021,t_rec,ncont
bootstrap,run66,0,3021,0,ncont
bootstrap,run67,1000000,72255,1000000,nhist
bootstrap,run67,99865,72255,t_exp+1,nhist
bootstrap,run67,99864,10000000000,t_exp,nrec
bootstrap,run67,270,10000000000,t_rec+1,nrec
bootstrap,run67,269,2337,t_rec,ncont
bootstrap,run67,0,2337,0,ncont
bootstrap,run68,1000000,75001,1000000,nhist
bootstrap,run68,99861,75001,t_exp+1,nhist
bootstrap,run68,99860,67367651,t_exp,nrec
bootstrap,run68,167,67367651,t_rec+1,nrec
bootstrap,run68,166,1478,t_rec,ncont
bootstrap,run68,0,1478,0,ncont
bootstrap,run69,1000000,69010,1000000,nhist
bootstrap,run69,99881,69010,t_exp+1,nhist
bootstrap,run69,99880,10000000000,t_exp,nrec
bootstrap,run69,59,10000000000,t_rec+1,nrec
bootstrap,run69,58,509,t_rec,ncont
bootstrap,run69,0,509,0,ncont
bootstrap,run70,1000000,71711,1000000,nhist
bootstrap,run70,99891,71711,t_exp+1,nhist
bootstrap,run70,99890,869786478,t_exp,nrec
bootstrap,run70,262,869786478,t_rec+1,nrec
bootstrap,run70,261,2195,t_rec,ncont
bootstrap,run70,0,2195,0,ncont
bootstrap,run71,1000000,65573,1000000,nhist
bootstrap,run71,99850,65573,t_exp+1,nhist
bootstrap,run71,99849,812885064,t_exp,nrec
bootstrap,run71,335,812885064,t_rec+1,nrec
bootstrap,run71,334,2929,t_rec,ncont
bootstrap,run71,0,2929,0,ncont
bootstrap,run72,1000000,69917,1000000,nhist
bootstrap,run72,99724,69917,t_exp+1,nhist
bootstrap,run72,99723,643363109,t_exp,nrec
bootstrap,run72,270,643363109,t_rec+1,nrec
bootstrap,run72,269,2172,t_rec,ncont
bootstrap,run72,0,2172,0,ncont
bootstrap,run73,1000000,73884,1000000,nhist
bootstrap,run73,99890,73884,t_exp+1,nhist
bootstrap,run73,99889,2765123,t_exp,nrec
bootstrap,run73,92,2765123,t_rec+1,nrec
bootstrap,run73,91,919,t_rec,ncont
bootstrap,run73,0,919,0,ncont
bootstrap,run74,1000000,70628,1000000,nhist
bootstrap,run74,99889,70628,t_exp+1,nhist
bootstrap,run74,99888,2146939522,t_exp,nrec
bootstrap,run74,353,2146939522,t_rec+1,nrec
bootstrap,run74,352,3065,t_rec,ncont
bootstrap,run74,0,3065,0,ncont
bootstrap,run75,1000000,72131,1000000,nhist
bootstrap,run75,98907,72131,t_exp+1,nhist
bootstrap,run75,98906,15130469,t_exp,nrec
bootstrap,run75,220,15130469,t_rec+1,nrec
bootstrap,run75,219,1928,t_rec,ncont
bootstrap,run75,0,1928,0,ncont
bootstrap,run76,1000000,70700,1000000,nhist
bootstrap,run76,99367,70700,t_exp+1,nhist
bootstrap,run76,99366,1096012344,t_exp,nrec
bootstrap,run76,102,1096012344,t_rec+1,nrec
bootstrap,run76,101,849,t_rec,ncont
bootstrap,run76,0,849,0,ncont
bootstrap,run77,1000000,69857,1000000,nhist
bootstrap,run77,99850,69857,t_exp+1,nhist
bootstrap,run77,99849,139560236,t_exp,nrec
bootstrap,run77,104,139560236,t_rec+1,nrec
bootstrap,run77,103,922,t_rec,ncont
bootstrap,run77,0,922,0,ncont
bootstrap,run78,1000000,71649,1000000,nhist
bootstrap,run78,99865,71649,t_exp+1,nhist
bootstrap,run78,99864,194632503,t_exp,nrec
bootstrap,run78,302,194632503,t_rec+1,nrec
bootstrap,run78,301,2614,t_rec,ncont
bootstrap,run78,0,2614,0,ncont
bootstrap,run79,1000000,74752,1000000,nhist
bootstrap,run79,99878,74752,t_exp+1,nhist
bootstrap,run79,99877,326527135,t_exp,nrec
bootstrap,run79,337,326527135,t_rec+1,nrec
bootstrap,run79,336,3006,t_rec,ncont
bootstrap,run79,0,3006,0,ncont
bootstrap,run80,1000000,69289,1000000,nhist
bootstrap,run80,99891,69289,t_exp+1,nhist
bootstrap,run80,99890,10000000000,t_exp,nrec
bootstrap,run80,292,10000000000,t_rec+1,nrec
bootstrap,run80,291,2495,t_rec,ncont
bootstrap,run80,0,2495,0,ncont
bootstrap,run81,1000000,66619,1000000,nhist
bootstrap,run81,99891,66619,t_exp+1,nhist
bootstrap,run81,99890,5574172998,t_exp,nrec
bootstrap,run81,265,5574172998,t_rec+1,nrec
bootstrap,run81,264,2232,t_rec,ncont
bootstrap,run81,0,2232,0,ncont
bootstrap,run82,1000000,76150,1000000,nhist
bootstrap,run82,99875,76150,t_exp+1,nhist
bootstrap,run82,99874,874256162,t_exp,nrec
bootstrap,run82,158,874256162,t_rec+1,nrec
bootstrap,run82,157,1392,t_rec,ncont
bootstrap,run82,0,1392,0,ncont
bootstrap,run83,1000000,72626,1000000,nhist
bootstrap,run83,99848,72626,t_exp+1,nhist
bootstrap,run83,99847,129163174,t_exp,nrec
bootstrap,run83,19,129163174,t_rec+1,nrec
bootstrap,run83,18,156,t_rec,ncont
bootstrap,run83,0,156,0,ncont
bootstrap,run84,1000000,65613,1000000,nhist
bootstrap,run84,99865,65613,t_exp+1,nhist
bootstrap,run84,99864,957861,t_exp,nrec
bootstrap,run84,248,957861,t_rec+1,nrec
bootstrap,run84,247,3123,t_rec,ncont
bootstrap,run84,0,3123,0,ncont
bootstrap,run85,1000000,71871,1000000,nhist
bootstrap,run85,99891,71871,t_exp+1,nhist
bootstrap,run85,99890,10000000000,t_exp,nrec
bootstrap,run85,292,10000000000,t_rec+1,nrec
bootstrap,run85,291,2472,t_rec,ncont
bootstrap,run85,0,2472,0,ncont
bootstrap,run86,1000000,73652,1000000,nhist
bootstrap,run86,99891,73652,t_exp+1,nhist
bootstrap,run86,99890,4586328375,t_exp,nrec
bootstrap,run86,391,4586328375,t_rec+1,nrec
bootstrap,run86,390,3348,t_rec,ncont
bootstrap,run86,0,3348,0,ncont
bootstrap,run87,1000000,74930,1000000,nhist
bootstrap,run87,99890,74930,t_exp+1,nhist
bootstrap,run87,99889,3060845732,t_exp,nrec
bootstrap,run87,223,3060845732,t_rec+1,nrec
bootstrap,run87,222,2015,t_rec,ncont
bootstrap,run87,0,2015,0,ncont
bootstrap,run88,1000000,70522,1000000,nhist
bootstrap,run88,99862,70522,t_exp+1,nhist
bootstrap,run88,99861,10000000000,t_exp,nrec
bootstrap,run88,77,10000000000,t_rec+1,nrec
bootstrap,run88,76,653,t_rec,ncont
bootstrap,run88,0,653,0,ncont
bootstrap,run89,1000000,66258,1000000,nhist
bootstrap,run89,99891,66258,t_exp+1,nhist
bootstrap,run89,99890,10000000000,t_exp,nrec
bootstrap,run89,278,10000000000,t_rec+1,nrec
bootstrap,run89,277,2310,t_rec,ncont
bootstrap,run89,0,2310,0,ncont
bootstrap,run90,1000000,71525,1000000,nhist
bootstrap,run90,99810,71525,t_exp+1,nhist
bootstrap,run90,99809,2130415936,t_exp,nrec
bootstrap,run90,89,2130415936,t_rec+1,nrec
bootstrap,run90,88,775,t_rec,ncont
bootstrap,run90,0,775,0,ncont
bootstrap,run91,1000000,71584,1000000,nhist
bootstrap,run91,99891,71584,t_exp+1,nhist
bootstrap,run91,99890,10000000000,t_exp,nrec
bootstrap,run91,275,10000000000,t_rec+1,nrec
bootstrap,run91,274,2403,t_rec,ncont
bootstrap,run91,0,2403,0,ncont
bootstrap,run92,1000000,70825,1000000,nhist
bootstrap,run92,99889,70825,t_exp+1,nhist
bootstrap,run92,99888,2948336447,t_exp,nrec
bootstrap,run92,128,2948336447,t_rec+1,nrec
bootstrap,run92,127,1137,t_rec,ncont
bootstrap,run92,0,1137,0,ncont
bootstrap,run93,1000000,66914,1000000,nhist
bootstrap,run93,99888,66914,t_exp+1,nhist
bootstrap,run93,99887,349597,t_exp,nrec
bootstrap,run93,211,349597,t_rec+1,nrec
bootstrap,run93,210,7743299113,t_rec,ncont
bootstrap,run93,0,7743299113,0,ncont
bootstrap,run94,1000000,70958,1000000,nhist
bootstrap,run94,99891,70958,t_exp+1,nhist
bootstrap,run94,99890,4213467109,t_exp,nrec
bootstrap,run94,1,4213467109,t_rec+1,nrec
bootstrap,run94,0,1,t_rec,ncont
bootstrap,run94,0,1,0,ncont
bootstrap,run95,1000000,70417,1000000,nhist
bootstrap,run95,99890,70417,t_exp+1,nhist
bootstrap,run95,99889,10000000000,t_exp,nrec
bootstrap,run95,389,10000000000,t_rec+1,nrec
bootstrap,run95,388,3277,t_rec,ncont
bootstrap,run95,0,3277,0,ncont
bootstrap,run96,1000000,75305,1000000,nhist
bootstrap,run96,99879,75305,t_exp+1,nhist
bootstrap,run96,99878,74319101,t_exp,nrec
bootstrap,run96,128,74319101,t_rec+1,nrec
