type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run10,1000000,8780,1000000,nhist
bootstrap,run10,25040,8780,t_exp+1,nhist
bootstrap,run10,25039,12115120,t_exp,nalb
bootstrap,run10,100,12115120,t_bot+1,nalb
bootstrap,run10,99,76,t_bot,ncont
bootstrap,run10,0,76,0,ncont
bootstrap,run11,1000000,8854,1000000,nhist
bootstrap,run11,22245,8854,t_exp+1,nhist
bootstrap,run11,22244,10000000000,t_exp,nalb
bootstrap,run11,101,10000000000,t_bot+1,nalb
bootstrap,run11,100,44,t_bot,ncont
bootstrap,run11,0,44,0,ncont
bootstrap,run12,1000000,8462,1000000,nhist
bootstrap,run12,29928,8462,t_exp+1,nhist
bootstrap,run12,29927,700558,t_exp,nalb
bootstrap,run12,83,700558,t_bot+1,nalb
bootstrap,run12,82,119,t_bot,ncont
bootstrap,run12,0,119,0,ncont
bootstrap,run13,1000000,8555,1000000,nhist
bootstrap,run13,26042,8555,t_exp+1,nhist
bootstrap,run13,26041,7571383,t_exp,nalb
bootstrap,run13,53,7571383,t_bot+1,nalb
bootstrap,run13,52,41,t_bot,ncont
bootstrap,run13,0,41,0,ncont
bootstrap,run14,1000000,8870,1000000,nhist
bootstrap,run14,28341,8870,t_exp+1,nhist
bootstrap,run14,28340,864179,t_exp,nalb
bootstrap,run14,18,864179,t_bot+1,nalb
bootstrap,run14,17,18,t_bot,ncont
bootstrap,run14,0,18,0,ncont
bootstrap,run15,1000000,8859,1000000,nhist
bootstrap,run15,30429,8859,t_exp+1,nhist
bootstrap,run15,30428,964903,t_exp,nalb
bootstrap,run15,87,964903,t_bot+1,nalb
bootstrap,run15,86,105,t_bot,ncont
bootstrap,run15,0,105,0,ncont
bootstrap,run16,1000000,8562,1000000,nhist
bootstrap,run16,25540,8562,t_exp+1,nhist
bootstrap,run16,25539,30118975,t_exp,nalb
bootstrap,run16,18,30118975,t_bot+1,nalb
bootstrap,run16,17,10,t_bot,ncont
bootstrap,run16,0,10,0,ncont
bootstrap,run17,1000000,8854,1000000,nhist
bootstrap,run17,28668,8854,t_exp+1,nhist
bootstrap,run17,28667,775740,t_exp,nalb
bootstrap,run17,8,775740,t_bot+1,nalb
bootstrap,run17,7,8,t_bot,ncont
bootstrap,run17,0,8,0,ncont
bootstrap,run18,1000000,8830,1000000,nhist
bootstrap,run18,26098,8830,t_exp+1,nhist
bootstrap,run18,26097,4421581,t_exp,nalb
bootstrap,run18,95,4421581,t_bot+1,nalb
bootstrap,run18,94,86,t_bot,ncont
bootstrap,run18,0,86,0,ncont
bootstrap,run19,1000000,8240,1000000,nhist
bootstrap,run19,28278,8240,t_exp+1,nhist
bootstrap,run19,28277,1368488,t_exp,nalb
bootstrap,run19,84,1368488,t_bot+1,nalb
bootstrap,run19,83,97,t_bot,ncont
bootstrap,run19,0,97,0,ncont
bootstrap,run20,1000000,8263,1000000,nhist
bootstrap,run20,27670,8263,t_exp+1,nhist
bootstrap,run20,27669,4174792,t_exp,nalb
bootstrap,run20,100,4174792,t_bot+1,nalb
bootstrap,run20,99,87,t_bot,ncont
bootstrap,run20,0,87,0,ncont
bootstrap,run21,1000000,7807,1000000,nhist
bootstrap,run21,29844,7807,t_exp+1,nhist
bootstrap,run21,29843,1221410,t_exp,nalb
bootstrap,run21,59,1221410,t_bot+1,nalb
bootstrap,run21,58,66,t_bot,ncont
bootstrap,run21,0,66,0,ncont
bootstrap,run22,1000000,9221,1000000,nhist
bootstrap,run22,27155,9221,t_exp+1,nhist
bootstrap,run22,27154,1669077,t_exp,nalb
bootstrap,run22,22,1669077,t_bot+1,nalb
bootstrap,run22,21,20,t_bot,ncont
bootstrap,run22,0,20,0,ncont
bootstrap,run23,1000000,9111,1000000,nhist
bootstrap,run23,24906,9111,t_exp+1,nhist
bootstrap,run23,24905,4065543,t_exp,nalb
bootstrap,run23,19,4065543,t_bot+1,nalb
bootstrap,run23,18,15,t_bot,ncont
bootstrap,run23,0,15,0,ncont
bootstrap,run24,1000000,8080,1000000,nhist
bootstrap,run24,29259,8080,t_exp+1,nhist
bootstrap,run24,29258,1442982,t_exp,nalb
bootstrap,run24,88,1442982,t_bot+1,nalb
bootstrap,run24,87,100,t_bot,ncont
bootstrap,run24,0,100,0,ncont
bootstrap,run25,1000000,1,1000000,nhist
bootstrap,run25,180404,1,t_exp+1,nhist
bootstrap,run25,180403,190899,t_exp,nalb
bootstrap,run25,31,190899,t_bot+1,nalb
bootstrap,run25,30,66,t_bot,ncont
bootstrap,run25,0,66,0,ncont
bootstrap,run26,1000000,9321,1000000,nhist
bootstrap,run26,25344,9321,t_exp+1,nhist
bootstrap,run26,25343,3816184,t_exp,nalb
bootstrap,run26,99,3816184,t_bot+1,nalb
bootstrap,run26,98,95,t_bot,ncont
bootstrap,run26,0,95,0,ncont
bootstrap,run27,1000000,267,1000000,nhist
bootstrap,run27,91255,267,t_exp+1,nhist
bootstrap,run27,91254,215512,t_exp,nalb
bootstrap,run27,48,215512,t_bot+1,nalb
bootstrap,run27,47,108,t_bot,ncont
bootstrap,run27,0,108,0,ncont
bootstrap,run28,1000000,9579,1000000,nhist
bootstrap,run28,25268,9579,t_exp+1,nhist
bootstrap,run28,25267,3325733,t_exp,nalb
bootstrap,run28,34,3325733,t_bot+1,nalb
bootstrap,run28,33,29,t_bot,ncont
bootstrap,run28,0,29,0,ncont
bootstrap,run29,1000000,13,1000000,nhist
bootstrap,run29,147062,13,t_exp+1,nhist
bootstrap,run29,147061,171554,t_exp,nalb
bootstrap,run29,101,171554,t_bot+1,nalb
bootstrap,run29,100,311,t_bot,ncont
bootstrap,run29,0,311,0,ncont
bootstrap,run30,1000000,9729,1000000,nhist
bootstrap,run30,21596,9729,t_exp+1,nhist
bootstrap,run30,21595,445020345,t_exp,nalb
bootstrap,run30,64,445020345,t_bot+1,nalb
bootstrap,run30,63,36,t_bot,ncont
bootstrap,run30,0,36,0,ncont
bootstrap,run31,1000000,8149,1000000,nhist
bootstrap,run31,30254,8149,t_exp+1,nhist
bootstrap,run31,30253,809846,t_exp,nalb
bootstrap,run31,82,809846,t_bot+1,nalb
bootstrap,run31,81,108,t_bot,ncont
bootstrap,run31,0,108,0,ncont
bootstrap,run32,1000000,9374,1000000,nhist
bootstrap,run32,23650,9374,t_exp+1,nhist
bootstrap,run32,23649,1214119897,t_exp,nalb
bootstrap,run32,35,1214119897,t_bot+1,nalb
bootstrap,run32,34,15,t_bot,ncont
bootstrap,run32,0,15,0,ncont
bootstrap,run33,1000000,8769,1000000,nhist
bootstrap,run33,26818,8769,t_exp+1,nhist
bootstrap,run33,26817,3442395,t_exp,nalb
bootstrap,run33,18,3442395,t_bot+1,nalb
bootstrap,run33,17,13,t_bot,ncont
bootstrap,run33,0,13,0,ncont
bootstrap,run34,1000000,8150,1000000,nhist
bootstrap,run34,28095,8150,t_exp+1,nhist
bootstrap,run34,28094,3094648,t_exp,nalb
bootstrap,run34,49,3094648,t_bot+1,nalb
bootstrap,run34,48,42,t_bot,ncont
bootstrap,run34,0,42,0,ncont
bootstrap,run35,1000000,9098,1000000,nhist
bootstrap,run35,27545,9098,t_exp+1,nhist
bootstrap,run35,27544,1201966,t_exp,nalb
bootstrap,run35,5,1201966,t_bot+1,nalb
bootstrap,run35,4,4,t_bot,ncont
bootstrap,run35,0,4,0,ncont
bootstrap,run36,1000000,8185,1000000,nhist
bootstrap,run36,27962,8185,t_exp+1,nhist
bootstrap,run36,27961,2170259,t_exp,nalb
bootstrap,run36,100,2170259,t_bot+1,nalb
bootstrap,run36,99,102,t_bot,ncont
bootstrap,run36,0,102,0,ncont
bootstrap,run37,1000000,8856,1000000,nhist
bootstrap,run37,29719,8856,t_exp+1,nhist
bootstrap,run37,29718,986562,t_exp,nalb
bootstrap,run37,35,986562,t_bot+1,nalb
bootstrap,run37,34,38,t_bot,ncont
bootstrap,run37,0,38,0,ncont
bootstrap,run38,1000000,8041,1000000,nhist
bootstrap,run38,31125,8041,t_exp+1,nhist
bootstrap,run38,31124,646614,t_exp,nalb
bootstrap,run38,93,646614,t_bot+1,nalb
bootstrap,run38,92,138,t_bot,ncont
bootstrap,run38,0,138,0,ncont
bootstrap,run39,1000000,8931,1000000,nhist
bootstrap,run39,27046,8931,t_exp+1,nhist
bootstrap,run39,27045,2062217,t_exp,nalb
bootstrap,run39,87,2062217,t_bot+1,nalb
bootstrap,run39,86,91,t_bot,ncont
bootstrap,run39,0,91,0,ncont
bootstrap,run40,1000000,8681,1000000,nhist
bootstrap,run40,30066,8681,t_exp+1,nhist
bootstrap,run40,30065,672698,t_exp,nalb
bootstrap,run40,93,672698,t_bot+1,nalb
bootstrap,run40,92,139,t_bot,ncont
bootstrap,run40,0,139,0,ncont
bootstrap,run41,1000000,8446,1000000,nhist
bootstrap,run41,27248,8446,t_exp+1,nhist
bootstrap,run41,27247,2109294,t_exp,nalb
bootstrap,run41,84,2109294,t_bot+1,nalb
bootstrap,run41,83,87,t_bot,ncont
bootstrap,run41,0,87,0,ncont
bootstrap,run42,1000000,8524,1000000,nhist
bootstrap,run42,28958,8524,t_exp+1,nhist
bootstrap,run42,28957,777258,t_exp,nalb
bootstrap,run42,27,777258,t_bot+1,nalb
bootstrap,run42,26,32,t_bot,ncont
bootstrap,run42,0,32,0,ncont
bootstrap,run43,1000000,8842,1000000,nhist
bootstrap,run43,23557,8842,t_exp+1,nhist
bootstrap,run43,23556,655208044,t_exp,nalb
bootstrap,run43,57,655208044,t_bot+1,nalb
bootstrap,run43,56,28,t_bot,ncont
bootstrap,run43,0,28,0,ncont
bootstrap,run44,1000000,19,1000000,nhist
bootstrap,run44,134678,19,t_exp+1,nhist
bootstrap,run44,134677,198867,t_exp,nalb
bootstrap,run44,40,198867,t_bot+1,nalb
bootstrap,run44,39,87,t_bot,ncont
bootstrap,run44,0,87,0,ncont
bootstrap,run45,1000000,8813,1000000,nhist
bootstrap,run45,23932,8813,t_exp+1,nhist
bootstrap,run45,23931,356915500,t_exp,nalb
bootstrap,run45,40,356915500,t_bot+1,nalb
bootstrap,run45,39,20,t_bot,ncont
bootstrap,run45,0,20,0,ncont
bootstrap,run46,1000000,8333,1000000,nhist
bootstrap,run46,29934,8333,t_exp+1,nhist
bootstrap,run46,29933,1020973,t_exp,nalb
bootstrap,run46,94,1020973,t_bot+1,nalb
bootstrap,run46,93,117,t_bot,ncont
bootstrap,run46,0,117,0,ncont
bootstrap,run47,1000000,1,1000000,nhist
bootstrap,run47,170337,1,t_exp+1,nhist
bootstrap,run47,170336,199086,t_exp,nalb
bootstrap,run47,15,199086,t_bot+1,nalb
bootstrap,run47,14,29,t_bot,ncont
bootstrap,run47,0,29,0,ncont
bootstrap,run48,1000000,8074,1000000,nhist
bootstrap,run48,26591,8074,t_exp+1,nhist
bootstrap,run48,26590,4339553,t_exp,nalb
bootstrap,run48,74,4339553,t_bot+1,nalb
bootstrap,run48,73,64,t_bot,ncont
bootstrap,run48,0,64,0,ncont
bootstrap,run49,1000000,7917,1000000,nhist
bootstrap,run49,28019,7917,t_exp+1,nhist
bootstrap,run49,28018,3503674,t_exp,nalb
bootstrap,run49,61,3503674,t_bot+1,nalb
bootstrap,run49,60,53,t_bot,ncont
bootstrap,run49,0,53,0,ncont
bootstrap,run50,1000000,9678,1000000,nhist
bootstrap,run50,24484,9678,t_exp+1,nhist
bootstrap,run50,24483,4111712,t_exp,nalb
bootstrap,run50,48,4111712,t_bot+1,nalb
bootstrap,run50,47,42,t_bot,ncont
bootstrap,run50,0,42,0,ncont
bootstrap,run51,1000000,7469,1000000,nhist
bootstrap,run51,30244,7469,t_exp+1,nhist
bootstrap,run51,30243,1431959,t_exp,nalb
bootstrap,run51,99,1431959,t_bot+1,nalb
bootstrap,run51,98,114,t_bot,ncont
bootstrap,run51,0,114,0,ncont
bootstrap,run52,1000000,157,1000000,nhist
bootstrap,run52,102918,157,t_exp+1,nhist
bootstrap,run52,102917,181213,t_exp,nalb
bootstrap,run52,69,181213,t_bot+1,nalb
bootstrap,run52,68,192,t_bot,ncont
bootstrap,run52,0,192,0,ncont
bootstrap,run53,1000000,8252,1000000,nhist
bootstrap,run53,28089,8252,t_exp+1,nhist
bootstrap,run53,28088,1398973,t_exp,nalb
bootstrap,run53,72,1398973,t_bot+1,nalb
bootstrap,run53,71,83,t_bot,ncont
bootstrap,run53,0,83,0,ncont
bootstrap,run54,1000000,8773,1000000,nhist
bootstrap,run54,28643,8773,t_exp+1,nhist
bootstrap,run54,28642,1517673,t_exp,nalb
bootstrap,run54,26,1517673,t_bot+1,nalb
bootstrap,run54,25,24,t_bot,ncont
bootstrap,run54,0,24,0,ncont
bootstrap,run55,1000000,8683,1000000,nhist
bootstrap,run55,26952,8683,t_exp+1,nhist
bootstrap,run55,26951,2423709,t_exp,nalb
bootstrap,run55,99,2423709,t_bot+1,nalb
bootstrap,run55,98,101,t_bot,ncont
bootstrap,run55,0,101,0,ncont
bootstrap,run56,1000000,8347,1000000,nhist
bootstrap,run56,31034,8347,t_exp+1,nhist
bootstrap,run56,31033,610563,t_exp,nalb
bootstrap,run56,53,610563,t_bot+1,nalb
bootstrap,run56,52,73,t_bot,ncont
bootstrap,run56,0,73,0,ncont
bootstrap,run57,1000000,8141,1000000,nhist
bootstrap,run57,30203,8141,t_exp+1,nhist
bootstrap,run57,30202,1020013,t_exp,nalb
bootstrap,run57,36,1020013,t_bot+1,nalb
bootstrap,run57,35,39,t_bot,ncont
bootstrap,run57,0,39,0,ncont
bootstrap,run58,1000000,9946,1000000,nhist
bootstrap,run58,22325,9946,t_exp+1,nhist
bootstrap,run58,22324,10000000000,t_exp,nalb
bootstrap,run58,17,10000000000,t_bot+1,nalb
bootstrap,run58,16,6,t_bot,ncont
bootstrap,run58,0,6,0,ncont
bootstrap,run59,1000000,9424,1000000,nhist
bootstrap,run59,25519,9424,t_exp+1,nhist
bootstrap,run59,25518,7654577,t_exp,nalb
bootstrap,run59,32,7654577,t_bot+1,nalb
bootstrap,run59,31,23,t_bot,ncont
bootstrap,run59,0,23,0,ncont
bootstrap,run60,1000000,9169,1000000,nhist
bootstrap,run60,25894,9169,t_exp+1,nhist
bootstrap,run60,25893,3198502,t_exp,nalb
bootstrap,run60,37,3198502,t_bot+1,nalb
bootstrap,run60,36,33,t_bot,ncont
bootstrap,run60,0,33,0,ncont
bootstrap,run61,1000000,9510,1000000,nhist
bootstrap,run61,26093,9510,t_exp+1,nhist
bootstrap,run61,26092,2485755,t_exp,nalb
bootstrap,run61,81,2485755,t_bot+1,nalb
bootstrap,run61,80,82,t_bot,ncont
bootstrap,run61,0,82,0,ncont
bootstrap,run62,1000000,9137,1000000,nhist
bootstrap,run62,28663,9137,t_exp+1,nhist
bootstrap,run62,28662,954186,t_exp,nalb
bootstrap,run62,19,954186,t_bot+1,nalb
bootstrap,run62,18,20,t_bot,ncont
bootstrap,run62,0,20,0,ncont
bootstrap,run63,1000000,9230,1000000,nhist
bootstrap,run63,23756,9230,t_exp+1,nhist
bootstrap,run63,23755,18427201,t_exp,nalb
bootstrap,run63,50,18427201,t_bot+1,nalb
bootstrap,run63,49,37,t_bot,ncont
bootstrap,run63,0,37,0,ncont
bootstrap,run64,1000000,8531,1000000,nhist
bootstrap,run64,28456,8531,t_exp+1,nhist
bootstrap,run64,28455,1683923,t_exp,nalb
bootstrap,run64,49,1683923,t_bot+1,nalb
bootstrap,run64,48,50,t_bot,ncont
bootstrap,run64,0,50,0,ncont
bootstrap,run65,1000000,9670,1000000,nhist
bootstrap,run65,23332,9670,t_exp+1,nhist
bootstrap,run65,23331,38759124,t_exp,nalb
bootstrap,run65,36,38759124,t_bot+1,nalb
bootstrap,run65,35,22,t_bot,ncont
bootstrap,run65,0,22,0,ncont
bootstrap,run66,1000000,8753,1000000,nhist
bootstrap,run66,24522,8753,t_exp+1,nhist
bootstrap,run66,24521,16213546,t_exp,nalb
bootstrap,run66,10,16213546,t_bot+1,nalb
bootstrap,run66,9,6,t_bot,ncont
bootstrap,run66,0,6,0,ncont
bootstrap,run67,1000000,8959,1000000,nhist
bootstrap,run67,26634,8959,t_exp+1,nhist
bootstrap,run67,26633,5211542,t_exp,nalb
bootstrap,run67,54,5211542,t_bot+1,nalb
bootstrap,run67,53,42,t_bot,ncont
bootstrap,run67,0,42,0,ncont
bootstrap,run68,1000000,8566,1000000,nhist
bootstrap,run68,26634,8566,t_exp+1,nhist
bootstrap,run68,26633,193608146,t_exp,nalb
bootstrap,run68,54,193608146,t_bot+1,nalb
bootstrap,run68,53,46,t_bot,ncont
bootstrap,run68,0,46,0,ncont
bootstrap,run69,1000000,9587,1000000,nhist
bootstrap,run69,24669,9587,t_exp+1,nhist
bootstrap,run69,24668,4043084,t_exp,nalb
bootstrap,run69,49,4043084,t_bot+1,nalb
bootstrap,run69,48,43,t_bot,ncont
bootstrap,run69,0,43,0,ncont
bootstrap,run70,1000000,9190,1000000,nhist
bootstrap,run70,26373,9190,t_exp+1,nhist
bootstrap,run70,26372,2340768,t_exp,nalb
bootstrap,run70,59,2340768,t_bot+1,nalb
bootstrap,run70,58,59,t_bot,ncont
bootstrap,run70,0,59,0,ncont
bootstrap,run71,1000000,9602,1000000,nhist
bootstrap,run71,26369,9602,t_exp+1,nhist
bootstrap,run71,26368,2265307,t_exp,nalb
bootstrap,run71,31,2265307,t_bot+1,nalb
bootstrap,run71,30,28,t_bot,ncont
bootstrap,run71,0,28,0,ncont
bootstrap,run72,1000000,8940,1000000,nhist
bootstrap,run72,27431,8940,t_exp+1,nhist
bootstrap,run72,27430,1498611,t_exp,nalb
bootstrap,run72,89,1498611,t_bot+1,nalb
bootstrap,run72,88,100,t_bot,ncont
bootstrap,run72,0,100,0,ncont
bootstrap,run73,1000000,9216,1000000,nhist
bootstrap,run73,23668,9216,t_exp+1,nhist
bootstrap,run73,23667,80000131,t_exp,nalb
bootstrap,run73,47,80000131,t_bot+1,nalb
bootstrap,run73,46,28,t_bot,ncont
bootstrap,run73,0,28,0,ncont
bootstrap,run74,1000000,8231,1000000,nhist
bootstrap,run74,30915,8231,t_exp+1,nhist
bootstrap,run74,30914,684609,t_exp,nalb
bootstrap,run74,29,684609,t_bot+1,nalb
bootstrap,run74,28,36,t_bot,ncont
bootstrap,run74,0,36,0,ncont
bootstrap,run75,1000000,157,1000000,nhist
bootstrap,run75,103462,157,t_exp+1,nhist
bootstrap,run75,103461,177634,t_exp,nalb
bootstrap,run75,17,177634,t_bot+1,nalb
bootstrap,run75,16,37,t_bot,ncont
bootstrap,run75,0,37,0,ncont
bootstrap,run76,1000000,8708,1000000,nhist
bootstrap,run76,28287,8708,t_exp+1,nhist
bootstrap,run76,28286,1966136,t_exp,nalb
bootstrap,run76,25,1966136,t_bot+1,nalb
bootstrap,run76,24,22,t_bot,ncont
bootstrap,run76,0,22,0,ncont
bootstrap,run77,1000000,9195,1000000,nhist
bootstrap,run77,28276,9195,t_exp+1,nhist
bootstrap,run77,28275,1111183,t_exp,nalb
bootstrap,run77,56,1111183,t_bot+1,nalb
bootstrap,run77,55,63,t_bot,ncont
bootstrap,run77,0,63,0,ncont
bootstrap,run78,1000000,8908,1000000,nhist
bootstrap,run78,27664,8908,t_exp+1,nhist
bootstrap,run78,27663,1680314,t_exp,nalb
bootstrap,run78,43,1680314,t_bot+1,nalb
bootstrap,run78,42,41,t_bot,ncont
bootstrap,run78,0,41,0,ncont
bootstrap,run79,1000000,9074,1000000,nhist
bootstrap,run79,26284,9074,t_exp+1,nhist
bootstrap,run79,26283,3393445,t_exp,nalb
bootstrap,run79,57,3393445,t_bot+1,nalb
bootstrap,run79,56,49,t_bot,ncont
bootstrap,run79,0,49,0,ncont
bootstrap,run80,1000000,8693,1000000,nhist
bootstrap,run80,27251,8693,t_exp+1,nhist
bootstrap,run80,27250,1736293,t_exp,nalb
bootstrap,run80,9,1736293,t_bot+1,nalb
bootstrap,run80,8,7,t_bot,ncont
bootstrap,run80,0,7,0,ncont
bootstrap,run81,1000000,8683,1000000,nhist
bootstrap,run81,29457,8683,t_exp+1,nhist
bootstrap,run81,29456,1155523,t_exp,nalb
bootstrap,run81,78,1155523,t_bot+1,nalb
bootstrap,run81,77,88,t_bot,ncont
bootstrap,run81,0,88,0,ncont
bootstrap,run82,1000000,6430,1000000,nhist
bootstrap,run82,41493,6430,t_exp+1,nhist
bootstrap,run82,41492,236467,t_exp,nalb
bootstrap,run82,9,236467,t_bot+1,nalb
bootstrap,run82,8,14,t_bot,ncont
bootstrap,run82,0,14,0,ncont
bootstrap,run83,1000000,6703,1000000,nhist
bootstrap,run83,35368,6703,t_exp+1,nhist
bootstrap,run83,35367,526358,t_exp,nalb
bootstrap,run83,94,526358,t_bot+1,nalb
bootstrap,run83,93,143,t_bot,ncont
bootstrap,run83,0,143,0,ncont
bootstrap,run84,1000000,147,1000000,nhist
bootstrap,run84,101042,147,t_exp+1,nhist
bootstrap,run84,101041,209817,t_exp,nalb
bootstrap,run84,3,209817,t_bot+1,nalb
bootstrap,run84,2,3,t_bot,ncont
bootstrap,run84,0,3,0,ncont
bootstrap,run85,1000000,9479,1000000,nhist
bootstrap,run85,26022,9479,t_exp+1,nhist
bootstrap,run85,26021,7404461,t_exp,nalb
bootstrap,run85,38,7404461,t_bot+1,nalb
bootstrap,run85,37,27,t_bot,ncont
bootstrap,run85,0,27,0,ncont
bootstrap,run86,1000000,8413,1000000,nhist
bootstrap,run86,26362,8413,t_exp+1,nhist
bootstrap,run86,26361,5770943,t_exp,nalb
bootstrap,run86,100,5770943,t_bot+1,nalb
bootstrap,run86,99,86,t_bot,ncont
bootstrap,run86,0,86,0,ncont
bootstrap,run87,1000000,9747,1000000,nhist
bootstrap,run87,24782,9747,t_exp+1,nhist
bootstrap,run87,24781,3496529,t_exp,nalb
bootstrap,run87,30,3496529,t_bot+1,nalb
bootstrap,run87,29,26,t_bot,ncont
bootstrap,run87,0,26,0,ncont
bootstrap,run88,1000000,8869,1000000,nhist
bootstrap,run88,25179,8869,t_exp+1,nhist
bootstrap,run88,25178,6480980,t_exp,nalb
bootstrap,run88,56,6480980,t_bot+1,nalb
bootstrap,run88,55,46,t_bot,ncont
bootstrap,run88,0,46,0,ncont
bootstrap,run89,1000000,9305,1000000,nhist
bootstrap,run89,24395,9305,t_exp+1,nhist
bootstrap,run89,24394,14860861,t_exp,nalb
bootstrap,run89,29,14860861,t_bot+1,nalb
bootstrap,run89,28,20,t_bot,ncont
bootstrap,run89,0,20,0,ncont
bootstrap,run90,1000000,8318,1000000,nhist
bootstrap,run90,32300,8318,t_exp+1,nhist
bootstrap,run90,32299,522522,t_exp,nalb
bootstrap,run90,14,522522,t_bot+1,nalb
bootstrap,run90,13,17,t_bot,ncont
bootstrap,run90,0,17,0,ncont
bootstrap,run91,1000000,9030,1000000,nhist
bootstrap,run91,30133,9030,t_exp+1,nhist
bootstrap,run91,30132,915706,t_exp,nalb
bootstrap,run91,49,915706,t_bot+1,nalb
bootstrap,run91,48,55,t_bot,ncont
bootstrap,run91,0,55,0,ncont
bootstrap,run92,1000000,8510,1000000,nhist
bootstrap,run92,26477,8510,t_exp+1,nhist
bootstrap,run92,26476,2083074,t_exp,nalb
bootstrap,run92,48,2083074,t_bot+1,nalb
bootstrap,run92,47,50,t_bot,ncont
bootstrap,run92,0,50,0,ncont
bootstrap,run93,1000000,7824,1000000,nhist
bootstrap,run93,31226,7824,t_exp+1,nhist
bootstrap,run93,31225,710754,t_exp,nalb
bootstrap,run93,69,710754,t_bot+1,nalb
bootstrap,run93,68,94,t_bot,ncont
bootstrap,run93,0,94,0,ncont
bootstrap,run94,1000000,5,1000000,nhist
bootstrap,run94,147603,5,t_exp+1,nhist
bootstrap,run94,147602,200048,t_exp,nalb
bootstrap,run94,70,200048,t_bot+1,nalb
bootstrap,run94,69,174,t_bot,ncont
bootstrap,run94,0,174,0,ncont
bootstrap,run95,1000000,8148,1000000,nhist
bootstrap,run95,26394,8148,t_exp+1,nhist
bootstrap,run95,26393,3130028,t_exp,nalb
bootstrap,run95,70,3130028,t_bot+1,nalb
bootstrap,run95,69,66,t_bot,ncont
bootstrap,run95,0,66,0,ncont
bootstrap,run96,1000000,9618,1000000,nhist
bootstrap,run96,24297,9618,t_exp+1,nhist
bootstrap,run96,24296,5817592,t_exp,nalb
bootstrap,run96,31,5817592,t_bot+1,nalb
bootstrap,run96,30,24,t_bot,ncont
bootstrap,run96,0,24,0,ncont
bootstrap,run97,1000000,8844,1000000,nhist
bootstrap,run97,27297,8844,t_exp+1,nhist
bootstrap,run97,27296,1710088,t_exp,nalb
bootstrap,run97,80,1710088,t_bot+1,nalb
bootstrap,run97,79,84,t_bot,ncont
bootstrap,run97,0,84,0,ncont
bootstrap,run98,1000000,9401,1000000,nhist
bootstrap,run98,27283,9401,t_exp+1,nhist
bootstrap,run98,27282,1174660,t_exp,nalb
bootstrap,run98,31,1174660,t_bot+1,nalb
bootstrap,run98,30,33,t_bot,ncont
